LSOA11CD,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10,Component 11,Component 12,Component 13
E01000796,-0.998985706,-0.355226204,0.045318483,-0.766045347,-0.76128337,-0.383303622,-0.735563727,-0.149658262,-0.659342397,-0.041310717,-0.155098843,-0.290900703,-0.292556806
E01000795,-0.997782243,-0.763671482,-0.502313864,-0.50336223,-0.593708058,-0.366285549,-0.62810891,-0.236522935,-0.443773961,-0.073437744,-0.217947774,-0.177541802,-0.386383233
E01000714,-0.989770951,0.016689385,-0.589973557,-0.530713254,-0.423854915,-0.696319007,-0.459325203,-0.32347346,-0.678460891,-0.00371915,-0.066757693,-0.47836689,-0.586852769
E01000715,-0.998752574,-0.205758708,-0.666363462,-0.456103905,-0.458349953,-0.478974257,-0.644614168,-0.252751203,-0.653677208,-0.09904133,-0.032606233,-0.186650798,-0.365380374
E01000794,-0.998215221,-0.793605774,-0.716264494,-0.36266596,-0.485060396,-0.215666227,-0.62283443,-0.129805303,-0.658622411,-0.067095477,-0.143761023,-0.215998824,-0.375850317
E01000793,-0.998082201,-0.797465651,-0.767522507,-0.337196651,-0.468153644,-0.16370937,-0.734640106,-0.007709297,-0.613485073,-0.030350908,-0.15310293,-0.221289963,-0.402841351
E01000712,-0.998739518,-0.130569454,-0.655704655,-0.469802547,-0.414759857,-0.411155982,-0.558213477,-0.217656094,-0.653868403,-0.024861143,-0.060504296,-0.071021096,-0.293833352
E01000713,-0.998759173,-0.210722259,-0.621806188,-0.47633217,-0.48673226,-0.461591525,-0.611288034,-0.148164216,-0.660229496,-0.004688537,-0.127039146,-0.128442891,-0.314755649
E01000792,-0.99828753,-0.724202953,-0.50219679,-0.496270689,-0.608943665,-0.419508023,-0.530919159,-0.233088384,-0.647130238,-0.184893278,-0.084043566,-0.080792829,-0.349447993
E01000710,-0.998671181,-0.108904264,-0.571930675,-0.523658923,-0.541839573,-0.50536781,-0.560151095,-0.151124177,-0.611503289,-0.138306746,-0.138518504,-0.034215525,-0.345639728
E01000791,-0.998157999,-0.802444516,-0.540542599,-0.446354255,-0.518182771,-0.392514423,-0.59351588,-0.349761034,-0.620729361,-0.206333323,-0.059316417,-0.09920969,-0.373209525
E01000790,-0.998408846,-0.288123593,-0.535346482,-0.48436302,-0.362107255,-0.434937118,-0.362076463,-0.038798847,-0.59577125,0.020283235,0.021546619,-0.486178094,-0.609412185
E01000711,-0.998889351,-0.051296212,-0.583843665,-0.501973454,-0.499142642,-0.5068286,-0.56489007,-0.21672444,-0.660467388,-0.128334618,-0.105785702,-0.07900067,-0.350210312
E01000799,-0.999171907,-0.1197396,-0.369926724,-0.618306496,-0.451395335,-0.730421862,-0.5582941,-0.261224241,-0.692258689,0.018830013,-0.04115191,-0.613431449,-0.590654747
E01000718,-0.998792288,-0.233383,-0.345114576,-0.628792734,-0.568680209,-0.386559861,-0.524307511,-0.089738534,-0.65099122,-0.211476662,-0.125660844,-0.248742624,-0.324606534
E01000719,-0.949257516,-0.612070571,-0.119302625,-0.749401767,-0.704838314,-0.652102178,-0.27886461,-0.218256784,0.165216873,-0.227938992,-0.208613906,-0.234922494,-0.298796157
E01000798,-0.984541771,-0.285454951,-0.053677968,-0.770685934,-0.638390302,-0.536168915,-0.691000793,-0.258122175,-0.647108177,0.021443733,-0.038629271,-0.466796246,-0.40584784
E01000676,-0.999003829,-0.009154362,-0.453528759,-0.571304046,-0.422516786,-0.546356292,-0.503145714,-0.361537217,-0.647501273,0.016246297,0.003831027,-0.450526402,-0.451307512
E01000677,-0.999011184,-0.208803387,-0.521156023,-0.534410343,-0.459337034,-0.663986825,-0.598327779,-0.227444235,-0.674804228,-0.104852334,-0.113846804,-0.215493601,-0.412242637
E01000674,-0.998945493,-0.223816738,-0.494819145,-0.542032059,-0.570693734,-0.549226522,-0.694291431,-0.205435494,-0.675523787,-0.12395042,-0.156957336,-0.087978799,-0.354828087
E01000675,-0.998956702,-0.169031816,-0.590698676,-0.514417682,-0.359137712,-0.444627228,-0.609405164,-0.21192631,-0.67485621,-0.034066168,-0.142779144,-0.273300248,-0.390859264
E01000672,-0.998625931,-0.394536208,-0.592572233,-0.496324864,-0.467751663,-0.418444793,-0.696663371,-0.116810504,-0.660474321,-0.135671482,-0.122389772,-0.140702253,-0.339883632
E01000673,-0.998808959,-0.435694651,-0.578838464,-0.498704396,-0.521064506,-0.538365368,-0.689468602,-0.178693449,-0.679173761,-0.112389932,-0.180773229,-0.141126883,-0.328932175
E01000670,-0.998756275,-0.159833723,-0.656567839,-0.457480284,-0.353708497,-0.253120849,-0.627502935,-0.010072813,-0.646168706,0.04312467,-0.214908368,-0.129674177,-0.371628159
E01000671,-0.99865568,-0.367283804,-0.499761001,-0.516524084,-0.522329534,-0.485328015,-0.483328772,-0.098323189,-0.663956578,-0.281994473,-0.120162453,-0.143700992,-0.387359008
E01000678,-0.998743717,-0.339527415,-0.522074968,-0.522203447,-0.475215372,-0.599658951,-0.587619817,-0.1709598,-0.642845309,-0.217092417,-0.138973709,-0.173215696,-0.323671251
E01000679,-0.998780127,-0.470913487,-0.518372917,-0.524466852,-0.516079044,-0.686732182,-0.512087934,-0.300045191,-0.670947739,-0.142636212,-0.144949191,-0.295663898,-0.294188051
E01000806,-0.998858607,-0.110851648,-0.129445136,-0.755984617,-0.588952064,-0.595919688,-0.597352026,-0.154261779,-0.560777053,0.062128889,-0.153563693,-0.410669771,-0.44327166
E01000807,-0.998565515,-0.458541194,-0.679988574,-0.431197743,-0.376035562,-0.546652802,-0.536113117,-0.280606552,-0.649542463,0.018068634,0.102147964,-0.723039277,-0.675042523
E01000804,-0.998929969,-0.384480949,-0.576906147,-0.538199619,-0.486398582,-0.568820348,-0.650568238,-0.246390298,-0.698976962,-0.11369723,-0.202591427,-0.111820042,-0.311384241
E01000805,-0.98540676,-0.265868746,-0.399327539,-0.626157175,-0.584339471,-0.633844703,-0.672129851,-0.193729713,-0.684592655,-0.176785163,-0.094280414,-0.224042981,-0.348719065
E01000802,-0.999148897,-0.118463047,-0.375745918,-0.625748788,-0.545702921,-0.657046551,-0.776020371,-0.15700202,-0.657377442,-0.061904976,-0.163598925,-0.290126928,-0.305049073
E01000803,-0.998612,-0.124908349,-0.398101695,-0.679649715,-0.613494316,-0.544395169,-0.685907655,-0.085825199,-0.518284862,-0.129462347,-0.193976137,-0.281325345,-0.308351444
E01000800,-0.973306173,-0.176778485,-0.210945084,-0.729040042,-0.600154118,-0.599320889,-0.686797046,-0.039489002,-0.669748024,-0.115674454,-0.157187292,-0.202610286,-0.341015158
E01000801,-0.998970805,-0.363294011,-0.32126378,-0.618425408,-0.589855314,-0.61672622,-0.628798426,-0.225342996,-0.710656937,-0.098975932,-0.172483309,-0.213814283,-0.309553055
E01000808,-0.998155252,-0.697941844,-0.720092455,-0.325876255,-0.439868717,-0.122489194,-0.743186793,-0.035689588,-0.608337819,-0.001551394,-0.135008624,-0.174536735,-0.397086987
E01000809,-0.998486916,-0.715603432,-0.629978776,-0.431641406,-0.511945925,-0.464047848,-0.584030914,-0.37151076,-0.68668881,-0.195249886,-0.086876416,-0.126402809,-0.357859125
E01000936,-0.999650841,0.356119895,-0.152345275,-0.418510956,-0.530000835,-0.31741158,-0.211056975,-0.212653479,-0.733801238,0.181664573,-0.40438026,-0.083291894,-0.342567219
E01000937,-0.999549405,0.624772218,-0.32853353,-0.36391094,-0.288782524,-0.253353911,0.26117443,-0.390995996,-0.736302006,0.377762063,-0.346794879,0.336848992,-0.323140939
E01000934,-0.99894966,0.24665887,-0.041363252,-0.569832499,-0.264185115,-0.186819536,-0.531851397,-0.07683389,-0.627792085,-0.370361359,0.02140063,-0.099013826,-0.393182437
E01000935,-0.998927344,0.016097835,-0.040898366,-0.683120932,-0.502262986,-0.237596689,-0.899398675,-0.358963523,-0.574417105,-0.140207586,-0.224843373,-0.051754222,-0.373452092
E01000932,-0.999617694,0.483293635,-0.494212152,-0.587324355,-0.383465536,-0.657532083,-0.917518328,-0.223275757,-0.634688297,-0.141680947,-0.24872287,-0.116907922,-0.355644008
E01000933,-0.999435003,0.396861214,-0.51811704,-0.555619663,-0.339325522,-0.557228066,-0.873682367,-0.271990662,-0.613961841,-0.177430584,-0.308611324,-0.274734572,-0.386465399
E01000930,-0.982024256,0.339621588,-0.264107167,-0.710526034,-0.14863941,-0.146674706,-0.784554172,-0.494042506,-0.558980322,-0.238472035,-0.114396434,-0.543070339,-0.390967935
E01000931,-0.999330466,0.229555199,-0.213514239,-0.657444907,-0.306532949,-0.360552349,-0.826396119,-0.340808673,-0.671390148,-0.138911647,-0.177565319,-0.424861208,-0.492054844
E01000938,-0.986397968,0.289202592,-0.100066556,-0.429677589,-0.458218456,-0.452198705,-0.3922448,-0.28420617,-0.732804443,0.17626406,-0.306155285,-0.518116467,-0.584481889
E01000939,-0.999592174,0.290357463,0.325366284,0.143097534,-0.599536776,-0.071665973,-0.341762002,-0.488481229,-0.740389786,0.119006355,-0.260268835,-0.012253429,-0.502604288
E01000916,-0.999200404,0.477388192,-0.307055018,-0.401365822,-0.438442468,-0.459015056,-0.571551698,-0.347302759,-0.572476304,0.004278201,-0.079594184,-0.24556722,-0.613487306
E01000917,-0.999338843,0.152864113,0.08015625,-0.283263715,-0.632972098,-0.273795279,-0.654256179,-0.339220128,-0.671935759,-0.056086547,-0.231310569,-0.026272882,-0.418344531
E01000914,-0.999280239,0.70005977,-0.564998884,-0.456043689,-0.178417653,-0.470384812,0.068710977,-0.456357434,-0.656579031,0.330636921,0.136463187,-0.293029983,-0.591502305
E01000915,-0.999199591,0.226747531,0.04997294,-0.057508281,-0.618781417,-0.399366354,-0.611311795,-0.383815432,-0.60766464,-0.01292477,-0.087632877,-0.072075553,-0.352354244
E01000912,-0.998799103,0.055297621,-0.37713215,-0.578295117,-0.605847101,-0.408168753,-0.742067322,-0.240357154,-0.615944587,-0.20873536,-0.051273342,-0.122782592,-0.371657367
E01000913,-0.998478472,0.068613292,-0.850502294,-0.412055644,-0.307545798,-0.216657182,-0.784274476,-0.136121023,-0.530165047,0.083566655,0.021824694,-0.189942913,-0.422694802
E01000910,-0.999221235,0.151928374,-0.660283457,-0.48508727,-0.506546054,-0.574467733,-0.906071528,-0.223584133,-0.649784649,-0.06126128,-0.082995455,-0.19084628,-0.359093316
E01000911,-0.984074114,0.078971977,-0.445118095,-0.545248614,-0.594614753,-0.584170043,-0.875579759,-0.194412149,-0.659843841,-0.119235751,-0.110826097,-0.134528995,-0.30017076
E01000918,-0.989227028,0.44297974,-0.325232594,-0.445724305,-0.345184643,-0.4108053,-0.289928445,-0.346940081,-0.639730556,0.062525723,-0.221606125,-0.354825197,-0.676132343
E01000919,-0.99957727,0.642751015,-0.377493149,-0.437028386,-0.218724102,-0.325370725,0.124145783,-0.326055241,-0.707512079,0.133099763,-0.316785462,-0.304460821,-0.714955979
E01000876,-0.986425433,0.232115165,-0.260670869,-0.63513521,-0.431843647,-0.418931931,-0.859349657,-0.277968012,-0.581304862,-0.135894406,-0.27084264,-0.206154131,-0.368785564
E01000877,-0.98595595,0.378866388,-0.618149817,-0.570135581,-0.306690626,-0.616680405,-0.766548747,-0.299542302,-0.62253442,-0.069014865,-0.128022666,-0.202392691,-0.410582061
E01000874,-0.999337861,0.464336406,-0.639560086,-0.532367803,-0.204707332,-0.458400032,-0.789661069,-0.326471311,-0.612679625,-0.131302301,-0.090666242,-0.051221902,-0.410319468
E01000875,-0.999378921,0.359281224,-0.436430201,-0.612907962,-0.334513157,-0.567015534,-0.771681342,-0.211056656,-0.619224531,-0.091094714,-0.274069115,-0.204130808,-0.352878202
E01000872,-0.99956742,0.398817569,-0.475507548,-0.645954908,-0.227910242,-0.599038021,-0.764430172,-0.194860858,-0.67023942,-0.109468696,-0.297374954,-0.305285153,-0.458241558
E01000873,-0.999432863,0.249212201,-0.620231849,-0.546301159,-0.415384959,-0.709839695,-0.903338254,-0.228834275,-0.648716488,-0.104309536,-0.166706744,-0.242183683,-0.376292193
E01000870,-0.999142979,0.162109423,-0.411706753,-0.592379056,-0.655839157,-0.629116725,-0.808088568,-0.235643011,-0.615585659,-0.067361974,-0.207897902,-0.192908623,-0.392672695
E01000871,-0.984053604,0.201469876,-0.525105445,-0.461104209,-0.291188621,-0.38718042,-0.808416943,-0.124278766,-0.650501089,-0.249315223,-0.231241544,-0.213827191,-0.337506088
E01000878,-0.999248764,0.261551265,-0.623561772,-0.496764653,-0.216051958,-0.215812069,-0.352495655,-0.322179233,-0.707045222,0.124660377,-0.353245959,-0.117213187,-0.322174546
E01000879,-0.999278978,0.250757942,-0.69457173,-0.52187634,-0.31308045,-0.453321435,-0.77328616,-0.241247576,-0.655396846,-0.024477178,-0.217821555,-0.135322318,-0.396619415
E01000966,-0.999460807,0.448197372,-0.727529379,-0.499474396,-0.323043661,-0.7011818,-0.999304721,-0.18056939,-0.614255434,-0.146637565,-0.154599055,0.069659049,-0.374224022
E01000967,-0.998919871,0.205484747,-0.616892694,-0.504479304,-0.260334944,-0.296611929,-0.860797018,-0.227952671,-0.617854454,-0.061013032,0.03595716,0.096970743,-0.358510739
E01000964,-0.999043021,0.305490271,-0.502875792,-0.553441987,-0.413424808,-0.580919435,-0.868104303,-0.28863367,-0.517522791,-0.099656347,-0.148456485,-0.062477166,-0.320699221
E01000965,-0.999445167,0.392427162,-0.575225701,-0.536363776,-0.327474634,-0.573172648,-0.894856881,-0.194993086,-0.642560012,-0.109370546,-0.1636991,0.051319626,-0.361588444
E01000962,-0.999542116,0.555278822,-0.638756598,-0.544236351,-0.283887465,-0.686127359,-0.811039422,-0.201520095,-0.60773569,-0.081948565,-0.205829342,0.124041188,-0.396830409
E01000963,-0.999034103,0.527269251,-0.541358998,-0.556316887,0.295779499,-0.009621345,-0.667738793,-0.459716296,-0.586607081,-0.120194204,0.157362649,0.107069176,-0.371279261
E01000960,-0.999495791,0.424715685,-0.449860621,-0.480952742,-0.168362174,-0.466720495,-0.767787515,-0.293714517,-0.652685095,-0.072546236,-0.095187563,0.089103731,-0.461028384
E01000961,-0.99910034,0.219598419,-0.260932252,-0.507088389,-0.150526154,-0.155386813,-0.703013705,-0.363957457,-0.641978108,-0.198791386,-0.072369076,0.081598808,-0.387321603
E01000968,-0.986258472,0.463634891,-0.58000195,-0.567588935,-0.386207312,-0.674654866,-0.830353776,-0.200533715,-0.589616165,-0.04534625,-0.162158853,0.02032914,-0.307548944
E01000969,-0.989071716,0.527700369,-0.622099992,-0.550586917,-0.162650902,-0.629361862,-0.747272917,-0.232524375,-0.629014546,-0.049204349,-0.041838057,-0.22564849,-0.476653096
E01000856,-0.983109069,0.23305758,-0.143679713,-0.347158487,-0.548884277,-0.477706115,-0.627120419,-0.318592641,-0.581108517,-0.013009285,-0.280880354,-0.23272406,-0.419333531
E01000857,-0.9993405,0.286770082,-0.5366417,-0.456722635,-0.4891181,-0.558233374,-0.854937933,-0.262735872,-0.652732951,-0.0918305,-0.120884496,0.046735828,-0.338788465
E01000854,-0.999585808,0.505431406,-0.182784126,-0.291548885,-0.24246628,-0.164804943,0.181234113,-0.45704175,-0.755513191,0.38053575,-0.365172028,-0.230355133,-0.365849437
E01000855,-0.99918626,0.650143584,-0.61576933,-0.496451227,-0.175235911,-0.474437061,-0.199713998,-0.346730143,-0.60737132,0.173874271,0.064507029,0.023112594,-0.16964174
E01000852,-0.999452926,0.635634659,-0.482683322,-0.483489851,-0.262318207,-0.162926091,0.755174195,-0.406916525,-0.768354987,0.474892998,-0.53154133,0.480439004,-0.298595183
E01000853,-0.999377208,0.202578072,-0.153291797,-0.383513984,-0.589369284,-0.295450749,-0.564666007,-0.334064024,-0.715370519,-0.027062129,-0.173701389,-0.04045576,-0.421474311
E01000850,-0.999271951,0.756458241,-0.566003364,-0.538663351,-0.131998389,-0.485594469,0.191067808,-0.415009148,-0.615424025,0.326009621,-0.130794378,-0.251837741,-0.482354593
E01000851,-0.989110138,0.683404584,-0.511797298,-0.471705866,-0.16993995,-0.44842296,0.635560323,-0.405743704,-0.771386273,0.556073728,-0.529471717,-0.430069931,-0.524753288
E01000858,-0.999228871,0.181117163,-0.135690234,-0.510166482,-0.579975356,-0.350824048,-0.654907137,-0.23875136,-0.670973066,-0.063241819,-0.17958047,-0.247439507,-0.342197957
E01000859,-0.999381666,0.424314949,-0.703486906,-0.536993352,-0.408433998,-0.720105244,-0.857781619,-0.23170741,-0.621819634,-0.087483752,-0.030466647,-0.171597953,-0.403611338
E01000946,-0.998940094,0.487704619,-0.444497345,-0.490888516,-0.120638863,-0.278892808,-0.286198929,-0.512312761,-0.602178506,0.131906379,0.256777763,-0.371518865,-0.205612512
E01000947,-0.9777389,0.412700795,-0.335218956,-0.473815001,-0.382105183,-0.685459766,-0.543000585,-0.239170099,-0.666864191,0.070160137,-0.201319167,-0.437899075,-0.611251882
E01000944,-0.999732235,0.267647349,-0.054158498,-0.27499861,-0.434997915,0.031481846,0.340157061,-0.499076828,-0.837664719,0.20182384,-0.902630226,-0.324951203,-0.293546652
E01000945,-0.999517283,0.365559993,-0.109297156,-0.257678742,-0.45611686,-0.295730678,0.228494391,-0.36309319,-0.754846239,0.343663106,-0.526632352,-0.071754986,-0.409259072
E01000942,-0.999728525,0.547043751,-0.439444156,-0.469018258,-0.340059768,-0.204912371,0.778120224,-0.391163897,-0.826095944,0.509171144,-0.786536785,0.191598996,-0.397650255
E01000943,-0.99949976,0.572761015,-0.487039573,-0.490985094,-0.296676731,-0.294995042,-0.330578619,-0.403152589,-0.68000521,0.03385087,-0.206992152,0.201479112,-0.483432066
E01000940,-0.999465017,0.489265807,-0.070936444,-0.279722104,-0.466425765,-0.326905017,-0.584485137,-0.371907264,-0.621992868,0.070595472,-0.021735885,-0.08773896,-0.214740047
E01000941,-0.999426191,0.195719149,0.154491358,-0.20167231,-0.663322791,-0.134315103,-0.628242838,-0.425678891,-0.710733289,-0.072786856,-0.166044544,0.091781313,-0.392598223
E01000948,-0.919870475,0.253348879,-0.471665492,-0.563625728,-0.357300543,-0.461522244,-0.795216616,-0.324146231,-0.644653553,-0.064067807,-0.0496304,-0.119857788,-0.3296455
E01000949,-0.999019522,0.023598608,-0.015659135,-0.448110135,-0.650526556,-0.328216232,-0.535266734,-0.258815266,-0.591792563,-0.105423716,-0.229904106,-0.097010516,-0.326568541
E01000926,-0.999508683,0.390604449,-0.366897307,-0.50092704,-0.24054858,-0.384409266,-0.753670285,-0.372702385,-0.671836691,-0.184327914,-0.209988058,-0.400305678,-0.363159125
E01000927,-0.985250139,0.285386757,-0.487254131,-0.564113235,-0.453873332,-0.6390213,-0.769166809,-0.300828796,-0.525737276,-0.056345611,-0.174202179,-0.205471329,-0.383471518
E01000924,-0.974182879,0.343673953,-0.50092401,-0.50329648,-0.522629454,-0.672776144,-0.917805831,-0.258632441,-0.603652591,-0.076231367,-0.141378728,-0.099709087,-0.347322135
E01000925,-0.99886931,-0.01573949,-0.023184578,-0.44767631,-0.641135733,-0.421028194,-0.805377493,-0.351737812,-0.581940122,-0.017407316,-0.117864216,-0.021054551,-0.364021776
E01000922,-0.983861807,0.216619695,-0.409726768,-0.632226596,-0.602999096,-0.589259201,-0.405260972,-0.107157581,-0.707617076,-0.028184773,-0.24702369,-0.492209159,-0.484856744
E01000923,-0.999323311,0.203338646,-0.516107333,-0.516605728,-0.608036951,-0.691300151,-0.943121885,-0.229302583,-0.611774705,-0.131217508,-0.239993773,-0.136475689,-0.33073281
E01000920,-0.99943831,0.475923816,-0.363330492,-0.364602163,-0.437845566,-0.555600521,-0.570161604,-0.352749356,-0.639224044,0.080963546,-0.061059026,-0.352691887,-0.447250395
E01000921,-0.999574897,0.437396932,-0.489015975,-0.564015465,-0.454558838,-0.754873127,-0.692578904,-0.153680652,-0.656164764,-0.067936234,-0.131130606,-0.49061841,-0.540199982
E01000928,-0.984392287,0.180528317,-0.439528545,-0.487197794,-0.563427433,-0.559007195,-0.895487435,-0.265459122,-0.670481095,-0.13053479,-0.125597026,-0.222014248,-0.408228872
E01000929,-0.999244165,0.127726246,-0.102714454,-0.573897617,-0.30531515,-0.08521793,-0.831513025,-0.432228351,-0.700739212,-0.233013878,-0.1484133,-0.232415187,-0.384160341
E01000897,-0.999301991,0.415279301,-0.752507039,-0.497477098,-0.230365162,-0.470344867,-0.99555033,-0.264886263,-0.61330795,-0.10352188,-0.010050996,0.06291387,-0.379496387
