LSOA11CD,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10,Component 11,Component 12,Component 13
E01001885,-0.999045963,-0.100062458,0.040420797,-0.831654798,-0.338885248,0.016343009,-0.743538851,-0.445119637,-0.727140743,-0.098373572,-0.181621217,-0.174641861,-0.338638659
E01001884,-0.99904791,0.300335815,-0.35986234,-0.681245019,-0.344234512,-0.434063923,-0.58456254,-0.245626901,-0.567668129,-0.146244746,-0.110738133,-0.287213295,-0.41423038
E01001883,-0.999289103,0.289967521,-0.491570996,-0.620705938,-0.332741471,-0.43221708,-0.581437976,-0.310598558,-0.679076642,-0.086825127,-0.213020125,-0.191430715,-0.331261654
E01001882,-0.999434314,0.400007445,-0.552898612,-0.578135781,-0.27418272,-0.697593343,-0.634056738,-0.265002032,-0.627761593,-0.016078421,-0.153886521,-0.179180087,-0.359066591
E01001881,-0.99922368,0.278942298,-0.586272206,-0.567637456,-0.322980742,-0.678043562,-0.773406455,-0.271180272,-0.594336267,-0.090858536,-0.158501452,-0.193044907,-0.413065932
E01001880,-0.986119754,0.245552253,-0.428498586,-0.640972043,-0.410339427,-0.372282837,-0.642392391,-0.209002177,-0.633319557,-0.281555849,-0.024555801,-0.156491085,-0.31642218
E01001889,-0.998917259,0.291626993,-0.590090877,-0.570054233,-0.403775801,-0.637196545,-0.558205262,-0.289800275,-0.511843525,-0.064953463,-0.255344305,0.022022218,-0.288616827
E01001888,-0.999268366,0.176985394,-0.576707987,-0.563810239,-0.374102474,-0.548308471,-0.607789651,-0.266937419,-0.670674503,-0.158735532,-0.207885388,-0.118863699,-0.357905061
E01001937,-0.999190955,0.193139338,-0.593049778,-0.559853603,-0.401390207,-0.676595248,-0.654604761,-0.256221446,-0.648060258,-0.066449447,-0.086505076,-0.248065925,-0.327912645
E01001934,-0.999019161,0.044635049,-0.312003131,-0.672760812,-0.395632825,-0.300767545,-0.637958338,-0.309312182,-0.691859471,-0.085702306,-0.03245414,-0.109316575,-0.359887229
E01001935,-0.999383901,0.231806756,-0.51044721,-0.603942998,-0.488931848,-0.672640897,-0.724144385,-0.197913545,-0.66950124,-0.044856077,-0.185546141,-0.24003046,-0.300736159
E01001932,-0.998994662,0.349665657,-0.467424037,-0.621544144,-0.23873078,-0.524247763,-0.570686057,-0.319547476,-0.547509309,-0.072584764,-0.051923306,-0.440699092,-0.493545568
E01001933,-0.998771421,0.166232839,-0.534156947,-0.610711013,-0.422010119,-0.518788941,-0.522097237,-0.179200397,-0.558990651,-0.132595554,-0.043894549,-0.332915878,-0.361922347
E01001930,-0.999107403,0.135318014,-0.485861578,-0.609579811,-0.410116183,-0.340337698,-0.736745869,-0.17246502,-0.654571528,-0.186401311,-0.174296626,-0.22299028,-0.330013055
E01001931,-0.985334571,0.364518131,-0.352339451,-0.698131778,-0.276934489,-0.290539434,-0.71905215,-0.158623351,-0.598349051,-0.339972721,-0.207357887,-0.167220619,-0.290451871
E01001938,-0.998898224,0.05014571,-0.235434585,-0.715639884,-0.527708327,-0.443014499,-0.539118293,0.156122182,-0.645169652,-0.423913304,-0.024503563,-0.319754154,-0.25985277
E01001939,-0.989143925,0.212124256,-0.299286398,-0.691986597,-0.41760296,-0.2725176,-0.174904718,0.106398593,-0.653891225,-0.342983165,-0.100000419,-0.254131906,-0.316550353
E01032790,-0.999267497,0.488705651,-0.441795503,-0.683083791,-0.177038397,0.031731608,-0.734252381,-0.428447804,-0.648443219,-0.188452093,-0.048323928,-0.10445508,-0.200713207
E01001916,-0.917935642,0.190787516,-0.739280025,-0.459904366,-0.335872492,-0.213789335,-0.60463526,-0.426359647,-0.607689877,-0.138405514,0.121984195,-0.003633422,-0.267970374
E01001917,-0.998912278,0.084828718,-0.539833622,-0.586759072,-0.449214847,-0.484152638,-0.7593904,-0.33250399,-0.611009378,-0.18262195,-0.132437496,-0.085725543,-0.335464635
E01001914,-0.978342813,0.613457943,-0.460986552,-0.654205581,-0.195770322,-0.492294057,-0.543732578,-0.315575124,-0.623370458,-0.042428872,-0.25400892,-0.122185217,-0.349053244
E01001915,-0.999007633,0.145870914,-0.668514507,-0.508787693,-0.410234592,-0.420226484,-0.760784109,-0.248965236,-0.635544976,-0.218343568,-0.061994141,0.022527117,-0.364922666
E01001912,-0.999253304,0.106053726,-0.14044341,-0.731093005,-0.145014533,-0.011996849,-0.564789627,-0.467924201,-0.733490589,-0.054814971,-0.192993756,-0.372835434,-0.456866534
E01001913,-0.999327577,0.593314384,-0.677160955,-0.527778503,-0.290484733,-0.593206565,-0.630878934,-0.27604068,-0.621443238,-0.093680496,-0.02489447,-0.028379135,-0.214854182
E01001910,-0.999086194,0.473715858,-0.490507583,-0.651827414,-0.351414845,-0.577798111,-0.653899792,-0.290594383,-0.502737557,0.002871502,-0.257235528,0.023447418,-0.341741831
E01001911,-0.998793772,0.083455411,-0.102798633,-0.793501416,-0.32717932,-0.158040712,-0.694838375,-0.241159393,-0.595601907,-0.232733561,-0.082000023,-0.223336595,-0.329276319
E01001918,-0.999245738,0.230719117,-0.595397664,-0.566175762,-0.363548412,-0.505755869,-0.715828257,-0.35238891,-0.658811282,-0.057659623,-0.071020226,-0.137196974,-0.265071003
E01001919,-0.999183495,0.108641765,-0.607622857,-0.552047872,-0.363552367,-0.404873978,-0.805552722,-0.288926495,-0.65928841,-0.265026702,-0.18479687,-0.164050318,-0.303205304
E01001876,-0.99853666,0.124829561,-0.067281779,-0.833458447,-0.141257241,-0.009278142,-0.655544475,-0.156244649,-0.446864349,-0.458941169,-0.293823624,-0.414896608,-0.277350085
E01001877,-0.967693931,0.079012512,-0.079975913,-0.82918231,-0.319379419,-0.458560699,-0.387266392,0.446910622,-0.603433679,-0.554702994,-0.007993476,-0.60085928,-0.380890057
E01001874,-0.977947498,0.159743277,-0.21463389,-0.749083877,-0.377942595,-0.364934027,-0.527496325,-0.080139743,-0.615914639,-0.18236382,-0.211444094,-0.264865728,-0.348327508
E01001875,-0.999052277,-0.197022725,-0.131748025,-0.770561884,-0.172266276,-0.218116437,-0.781797672,-0.352697394,-0.684966352,-0.156695343,-0.134575396,-0.467681494,-0.366268852
E01001872,-0.999631442,0.566923931,-0.529433393,-0.630070718,-0.188437596,-0.471120367,-0.677108843,-0.325467805,-0.640386618,-0.104913053,-0.294693383,-0.216717059,-0.234158948
E01001873,-0.999483896,0.32753265,-0.40470098,-0.663617697,-0.380972157,-0.496939611,-0.83132403,-0.266486778,-0.671664941,-0.131470872,-0.172809431,-0.192665571,-0.350160356
E01001870,-0.999635901,0.552901306,-0.497754278,-0.615576391,-0.119452348,-0.534666893,-0.583039303,-0.260811063,-0.66468295,-0.039823632,-0.289251704,0.003007417,-0.38178845
E01001871,-0.999360201,0.584006824,-0.499316627,-0.63042798,0.100687553,0.068039477,-0.642127892,-0.542407023,-0.64734309,-0.330040153,-0.202425372,-0.238073668,-0.220593771
E01001878,-0.998857463,-0.191302277,-0.080516428,-0.804183575,-0.365195855,-0.182943989,-0.748204695,-0.314747534,-0.598393925,-0.153578648,-0.28013284,-0.414897939,-0.246840237
E01001879,-0.999256645,0.185097589,-0.40740383,-0.653822603,-0.454462766,-0.528126319,-0.635646949,-0.313874336,-0.659424683,0.005522195,-0.19895509,-0.266713953,-0.317337896
E01001960,-0.999414354,0.333856426,-0.402535569,-0.667199402,-0.400578349,-0.597488742,-0.674044003,-0.164465286,-0.628524501,-0.118097189,-0.249935018,-0.297842605,-0.314667319
E01001961,-0.999207253,-0.095202056,0.140148873,-0.869751513,-0.367410583,-0.032406452,-0.775018273,-0.366242451,-0.768777008,0.01088546,-0.132693587,-0.114964187,-0.33361265
E01001856,-0.999440308,0.288071001,-0.369665056,-0.696638513,-0.3872354,-0.469454423,-0.754506142,-0.269568639,-0.649080836,-0.081535985,-0.206275321,-0.304346194,-0.414604233
E01001857,-0.999372082,0.211749839,-0.225444784,-0.765980359,-0.351804946,-0.253852773,-0.788175063,-0.320856325,-0.717514117,-0.099963595,-0.197812881,-0.166607824,-0.384410953
E01001854,-0.987718963,0.359765687,-0.440222775,-0.663477749,-0.383195943,-0.636173927,-0.754853959,-0.271094281,-0.486672103,-0.043057786,-0.261333239,-0.166575076,-0.336153805
E01001855,-0.999575899,0.412665989,-0.573011807,-0.582188806,-0.364484675,-0.714720806,-0.883111097,-0.227737451,-0.639405828,-0.134406582,-0.195970953,-0.150865182,-0.321666883
E01001852,-0.999583716,0.530865249,-0.548751623,-0.628641466,-0.32860313,-0.65789735,-0.80175545,-0.209580618,-0.621998818,-0.101864804,-0.244201324,-0.128034077,-0.351383491
E01001853,-0.999502973,0.371603559,-0.584021663,-0.583128505,-0.382594168,-0.663523865,-0.890155786,-0.210261069,-0.644980096,-0.106852542,-0.183841262,-0.05458036,-0.328311993
E01001851,-0.999357924,0.262611055,-0.595318861,-0.583254338,-0.419108398,-0.666193341,-0.902344251,-0.246710033,-0.641065379,-0.111324127,-0.097346869,-0.195435562,-0.345813437
E01001858,-0.999205179,0.239540818,-0.330619127,-0.675630202,-0.40263099,-0.40519237,-0.459766319,-0.142834587,-0.665575883,-0.114366503,-0.249888944,-0.375531785,-0.395162963
E01001859,-0.998893292,0.273278476,-0.200952446,-0.765237826,-0.444821231,-0.388502894,-0.532967273,0.140645578,-0.540731253,-0.38329366,-0.184812515,-0.269108475,-0.3017687
E01001946,-0.985174957,0.231111096,-0.373501288,-0.713738656,-0.433561275,-0.559519459,-0.833174532,-0.203468721,-0.663214721,-0.103464238,-0.263777995,-0.233433292,-0.340670955
E01001947,-0.999021594,-0.037816859,-0.040692239,-0.793172765,-0.494765099,-0.172862896,-0.730341248,-0.362392489,-0.668755699,-0.070112841,-0.263257526,-0.074780564,-0.392472586
E01001944,-0.99894355,-0.051168928,-0.000803401,-0.886437857,-0.448092566,-0.142547511,-0.828761617,-0.311147738,-0.652034396,-0.084254454,-0.205047883,-0.100574562,-0.39176589
E01001945,-0.99942368,0.169126438,-0.411099344,-0.648832527,-0.354253949,-0.516031517,-0.849911448,-0.263536936,-0.66875701,-0.111223159,-0.204393232,-0.288431249,-0.301369147
E01001942,-0.987789836,0.352975119,-0.339692167,-0.681511568,-0.263060116,-0.517420159,-0.738439325,-0.3383751,-0.563623554,-0.055451971,-0.211338168,-0.482896932,-0.470800977
E01001943,-0.999170492,0.328036888,-0.319400619,-0.693082745,-0.284964731,-0.545434261,-0.56702718,-0.059279727,-0.610707443,-0.184967723,-0.146648129,-0.480108565,-0.460064635
E01001940,-0.999352845,0.264293173,-0.250451645,-0.757724954,-0.362245796,-0.439243857,-0.649516633,-0.132542452,-0.659690948,-0.176983697,-0.221959931,-0.516637687,-0.438068042
E01001941,-0.999413378,0.421324027,-0.42338689,-0.673352491,-0.24231111,-0.669742216,-0.603865429,-0.148651813,-0.630294768,-0.146588055,-0.181785416,-0.483235057,-0.546389189
E01001948,-0.999092333,0.407695789,-0.494981761,-0.628005465,-0.439551175,-0.672552121,-0.529507545,0.118192911,-0.590001728,-0.346104798,-0.048000055,-0.434611995,-0.313185988
E01001949,-0.99929852,0.387456644,-0.649894016,-0.545272886,-0.377825564,-0.677113987,-0.71852915,-0.278306321,-0.607841948,-0.057277174,-0.10408389,-0.195347199,-0.238391697
E01001926,-0.999284825,0.218317169,-0.67813157,-0.514838352,-0.427948667,-0.691656035,-0.763316537,-0.235295125,-0.648842416,-0.104070585,-0.141532086,-0.129023207,-0.381885066
E01001927,-0.999041465,-0.049103603,-0.622641087,-0.534682423,-0.405973558,-0.536547542,-0.711672879,-0.22559256,-0.648806434,-0.037548796,-0.218661786,-0.165553751,-0.315127597
E01001924,-0.999393903,0.286035023,-0.648049058,-0.532790028,-0.363314025,-0.620067807,-0.888994804,-0.277888095,-0.642811466,-0.15542969,-0.142195371,-0.106120681,-0.342411914
E01001925,-0.999219499,0.17522695,-0.619238124,-0.538573638,-0.314517713,-0.515602573,-0.812934288,-0.287778715,-0.642877369,-0.157342254,-0.089212214,-0.155541789,-0.389974858
E01001922,-0.984278871,0.171224161,-0.607628735,-0.542061727,-0.29316043,-0.556549918,-0.716545744,-0.356698145,-0.542849172,-0.110665712,-0.09544154,-0.325483661,-0.29242523
E01001923,-0.999174284,0.242247466,-0.545174284,-0.583576162,-0.357552396,-0.498220811,-0.828482488,-0.305325059,-0.625234175,-0.151158964,-0.106792981,-0.083788021,-0.379221238
E01001920,-0.9988566,0.174956094,-0.401242372,-0.660587221,-0.461637226,-0.28959384,-0.581911154,-0.384282792,-0.596431457,-0.127923304,-0.154850614,-0.225864174,-0.34800108
E01001921,-0.999177475,0.29896371,-0.572143091,-0.538915159,-0.395250182,-0.640416556,-0.649120607,-0.356104105,-0.596742642,0.019705989,-0.074763227,-0.392345356,-0.343548945
E01001928,-0.985091144,0.199926203,-0.435453722,-0.639184236,-0.447772254,-0.455567039,-0.667161477,-0.200597802,-0.636391193,-0.126648118,-0.07437664,-0.260655646,-0.36549406
E01001929,-0.999092469,0.210314478,-0.651746388,-0.529039133,-0.458670371,-0.620856755,-0.756801777,-0.334111798,-0.587189186,-0.105397993,-0.146845144,-0.068293065,-0.299298581
E01032789,-0.999431843,0.583604008,-0.317117126,-0.705236048,-0.270811488,-0.204104058,-0.525539429,0.012310992,-0.636537306,-0.434060537,-0.124659095,-0.10159156,-0.256872308
E01032788,-0.999314475,0.120418443,-0.386651865,-0.668092861,-0.538973837,-0.637485582,-0.779266472,-0.21450326,-0.675471526,-0.011217831,-0.113455534,-0.246588138,-0.236047565
E01001897,-0.999403474,0.199421708,-0.559626076,-0.565579536,-0.421472432,-0.657742389,-0.901526378,-0.227550824,-0.645517385,-0.123537287,-0.177932541,-0.277545946,-0.35839393
E01001896,-0.999629074,0.270361849,-0.425538621,-0.629547731,-0.376837336,-0.472686727,-0.490527294,-0.287752851,-0.723933031,0.017506741,-0.487059984,-0.427704153,-0.272856492
E01001895,-0.999462455,0.271546608,-0.492782461,-0.637987356,-0.340824048,-0.512584769,-0.729072852,-0.301935006,-0.658071335,-0.038538739,-0.292982469,-0.381218667,-0.286010222
E01001894,-0.644855697,0.254722702,-0.381910442,-0.660462301,-0.352901065,-0.503505886,-0.71465303,-0.407964394,-0.683627856,-0.035207971,-0.081388442,-0.405149422,-0.525609323
E01001893,-0.999257424,0.046002359,-0.180721446,-0.730242177,-0.515802514,-0.217582171,-0.661579342,-0.329546862,-0.735351026,-0.067338581,-0.252956993,-0.146955855,-0.347807787
E01001892,-0.999244387,0.094153482,-0.311354721,-0.697459789,-0.455552954,-0.279069652,-0.72689272,-0.351550349,-0.712031694,-0.101543934,-0.212731371,-0.146316995,-0.32088757
E01001891,-0.999329502,0.428929552,-0.528547829,-0.577459534,-0.183492348,-0.664037799,-0.441091426,-0.306293185,-0.626324868,0.023035122,-0.170476995,-0.348046339,-0.53264513
E01001890,-0.99923585,0.429337675,-0.397131457,-0.637125927,-0.226144645,-0.470550351,-0.306963355,-0.29469728,-0.581570471,0.052781237,-0.250745947,-0.10634086,-0.229260302
E01001899,-0.998964974,0.051340327,-0.187628623,-0.744133476,-0.442878884,-0.188431019,-0.706590764,-0.329059131,-0.652934181,-0.180062324,-0.185973346,-0.299494232,-0.335890763
E01001898,-0.999394027,0.407494271,-0.492323866,-0.640848501,-0.279063909,-0.516108879,-0.54756111,-0.231254593,-0.663167064,-0.071396337,-0.165173254,-0.364802363,-0.445160448
E01001906,-0.999364338,0.290057039,-0.575600659,-0.539082095,-0.477813948,-0.719010863,-0.723587786,-0.20610934,-0.636108021,-0.100810775,-0.217127458,-0.083204202,-0.317831648
E01001907,-0.999368956,0.282732087,-0.638065925,-0.54079741,-0.396191421,-0.620478301,-0.915974365,-0.283787831,-0.635542925,-0.186868048,-0.127815134,-0.055159294,-0.313561076
E01001904,-0.9992527,0.229986037,-0.634982036,-0.548881005,-0.401881318,-0.686278557,-0.718007482,-0.271971344,-0.630180294,-0.099787639,-0.19531463,-0.191630763,-0.348601334
E01001905,-0.99904469,0.293068988,-0.629600086,-0.565411094,-0.416825656,-0.698232835,-0.796612999,-0.288869786,-0.509045956,-0.096909879,-0.233000807,-0.18506232,-0.353125492
E01001902,-0.9993352,0.315844875,-0.526749814,-0.576078655,-0.422817067,-0.600140615,-0.622660522,-0.29224626,-0.645827173,-0.050121093,-0.206244484,-0.224500815,-0.340010397
E01001903,-0.999106248,0.203580579,-0.321366633,-0.67759723,-0.300334167,-0.410826962,-0.560119071,-0.380291626,-0.622879009,-0.043390197,-0.188155653,-0.523576377,-0.523486066
E01001900,-0.998800304,0.135726876,-0.289797933,-0.71997032,-0.368406381,-0.371332647,-0.657879047,-0.350649576,-0.507405142,-0.102243968,-0.16597364,-0.357784484,-0.350821059
E01001901,-0.999356904,0.249159185,-0.573526165,-0.570477044,-0.443222008,-0.616656993,-0.756991321,-0.260475829,-0.642733516,-0.105305092,-0.271281206,-0.161717972,-0.287306633
E01001908,-0.999771596,0.605467417,-0.49242174,-0.609468788,-0.196660143,-0.564756527,-0.692854411,-0.27848814,-0.662213939,-0.061940218,-0.284324817,-0.052441968,-0.360296942
E01001909,-0.9992787,0.297728086,-0.43680788,-0.64891954,-0.349272015,-0.468056149,-0.717594367,-0.311501276,-0.630558691,-0.071902868,-0.196616629,-0.132390856,-0.348153546
E01001866,-0.985646815,0.503165248,-0.511965098,-0.623505104,-0.041673639,-0.188907928,-0.471004248,-0.392901681,-0.630839891,-0.193969802,-0.173692026,-0.305368077,-0.301731599
E01001867,-0.999358645,0.465038091,-0.515601248,-0.571788021,-0.023302701,-0.002454149,-0.443916281,-0.43838213,-0.690138618,-0.284643188,-0.346856987,-0.141321135,-0.260550855
E01001864,-0.999000695,0.163059187,-0.360176165,-0.699170959,-0.436237093,-0.529897983,-0.785117997,-0.222697231,-0.543338421,-0.196582927,-0.249217687,-0.319517925,-0.344206516
E01001865,-0.999324466,0.216262015,-0.473534256,-0.635162481,-0.35983105,-0.525873622,-0.62491557,-0.285051341,-0.658609096,-0.048694714,-0.267771084,-0.140616448,-0.261647532
E01001862,-0.999530489,0.242562832,-0.288542924,-0.772420991,-0.401328414,-0.382312975,-0.810771363,-0.2532186,-0.697054221,-0.069648808,-0.278620344,-0.369352814,-0.281479743
E01001863,-0.999174272,0.117771576,-0.444905136,-0.629435386,-0.460528089,-0.637256086,-0.788525455,-0.177515124,-0.6049461,-0.20932328,-0.230911758,-0.259713171,-0.291106833
E01001860,-0.973726963,0.227455499,-0.153906406,-0.765197688,-0.383433828,-0.460296906,-0.55655578,-0.193734255,-0.542804059,-0.095642766,-0.262820484,-0.570805616,-0.526794811
E01001861,-0.998855056,0.138215747,-0.272255109,-0.762539271,-0.471459036,-0.450571736,-0.804236937,-0.263408005,-0.48307362,-0.076599666,-0.33849242,-0.203309966,-0.334256251
E01001868,-0.99932231,0.096681234,-0.134693499,-0.768705646,-0.316919436,-0.171883886,-0.769719954,-0.375454129,-0.706085875,-0.161088428,-0.203481899,-0.15214171,-0.361698403
E01001869,-0.999028724,0.291756865,-0.629747309,-0.533576242,-0.270251681,-0.469641239,-0.756874518,-0.370545814,-0.586486575,-0.108889225,0.040543995,-0.099609719,-0.183049157
E01002006,-0.999456636,0.336713731,-0.623128873,-0.55707992,-0.448607838,-0.707369453,-0.842547186,-0.198734468,-0.651605954,-0.131267055,-0.198038027,-0.00473148,-0.385057849
E01002087,-0.999449401,0.164729635,-0.201378396,-0.658166454,-0.326320413,-0.506037658,-0.744458166,-0.315316586,-0.694764202,0.04908336,-0.106758334,-0.382377397,-0.500521071
E01002007,-0.999123573,0.270895147,-0.674200151,-0.540667098,-0.475150776,-0.684121848,-0.843810406,-0.197187176,-0.586655024,-0.050362072,-0.063266537,-0.15428963,-0.472053866
E01002086,-0.998824222,-0.094158657,-0.162432997,-0.778470716,-0.310653276,-0.335829776,-0.791889604,-0.321351775,-0.611699072,0.003655032,-0.146993333,-0.05811547,-0.404848979
E01002085,-0.999308988,0.178236632,-0.165492428,-0.639872708,-0.262772042,-0.422236428,-0.730039349,-0.184680501,-0.658983618,-0.095058884,-0.176042254,-0.205874584,-0.405723466
E01002004,-0.971292413,0.156964512,-0.361509901,-0.586152172,-0.376569415,-0.618495025,-0.774533416,-0.187895511,-0.652593898,-0.063756505,-0.339413184,-0.162097944,-0.389515783
E01002005,-0.999683006,0.47676226,-0.604032416,-0.595020444,-0.384931418,-0.842462004,-0.819509651,-0.193721696,-0.650191392,-0.037770788,-0.184360136,-0.302625468,-0.50584305
E01002084,-0.983134441,0.077316283,-0.228130545,-0.619071886,-0.22531698,-0.505278429,-0.685108945,-0.334296719,-0.508357528,0.004126754,-0.161957089,-0.053337012,-0.447770186
E01002002,-0.987971822,0.336451935,-0.341066538,-0.618570358,-0.289995546,-0.643984025,-0.671064565,-0.188268327,-0.666031261,-0.013361527,-0.079871262,-0.462036756,-0.619156995
E01002083,-0.999141846,0.005453203,-0.278450033,-0.571820197,-0.159882506,-0.519364359,-0.694032579,-0.296908333,-0.657236231,-0.021508641,-0.178530746,0.030152289,-0.452155498
E01002003,-0.999123172,0.268383607,-0.147125685,-0.704438414,-0.138694162,-0.503883061,-0.620144632,-0.359604506,-0.572052664,0.082109077,-0.097762265,-0.548627622,-0.702349219
E01002082,-0.998878457,-0.283185536,0.141148197,-0.845028837,-0.423546584,-0.106792751,-0.820466397,-0.220866514,-0.694514925,0.12076998,-0.033904653,-0.109707364,-0.372135353
E01002000,-0.986133776,0.179330242,-0.404324622,-0.639651626,-0.380918406,-0.689985523,-0.864600018,-0.193921037,-0.609096819,-0.048982405,-0.287222594,-0.242644429,-0.338104185
E01002081,-0.999000409,-0.108500014,0.045402777,-0.778475007,-0.329105145,-0.210855994,-0.63496507,-0.291234525,-0.701304058,0.155621004,-0.153909954,-0.158498052,-0.465577799
E01002080,-0.998118353,-0.103848665,-0.069991615,-0.758108252,-0.122335651,-0.407907702,-0.5377081,-0.275050616,-0.368338728,0.179408357,-0.200229047,0.107698013,-0.438835677
E01002001,-0.972187258,0.298060994,-0.384133863,-0.618080632,-0.344433505,-0.688377557,-0.808743839,-0.290256386,-0.485743603,-0.047136067,-0.331892773,-0.288947562,-0.336309897
E01002008,-0.998582223,0.086940682,-0.74087942,-0.450925772,-0.219824134,-0.132763067,-0.759565103,-0.17070939,-0.587304813,0.129659038,0.19837251,-0.188979195,-0.183852028
E01002089,-0.998685799,-0.250056928,0.250848737,-0.927086139,-0.557005189,-0.113869151,-0.816312783,-0.341377572,-0.628795649,0.052115542,-0.049675859,0.174390364,-0.435835029
E01002088,-0.998909697,0.046819669,-0.25795582,-0.668201214,-0.208783927,-0.493668325,-0.711708529,-0.254583146,-0.586488887,0.02601355,-0.099894927,-0.08645134,-0.381637836
E01002009,-0.999291359,0.25527082,-0.689062679,-0.516112893,-0.40111258,-0.668427436,-0.761587869,-0.212653823,-0.646174517,-0.035349317,-0.157628853,-0.226342351,-0.469442007
E01001976,-0.998964054,-0.119335812,-0.044768804,-0.783957953,-0.386522678,-0.448341123,-0.897085697,-0.190339879,-0.585246705,0.046121903,-0.20785116,-0.252087405,-0.37145528
E01001977,-0.983628293,-0.01434354,-0.052284643,-0.792444337,-0.254157448,-0.395799224,-0.819542277,-0.260608405,-0.707758825,0.061300582,-0.078946636,-0.253288806,-0.387490836
E01001974,-0.99925383,0.150278601,-0.33552015,-0.639844785,-0.119686818,-0.629716981,-0.733099607,-0.217646418,-0.642331792,-0.040870515,-0.090990972,-0.295308037,-0.496072988
E01001975,-0.999149638,0.176041412,-0.306089053,-0.694650667,-0.241085909,-0.622957119,-0.765130515,-0.215128008,-0.579726617,-0.114347495,-0.229703571,-0.251403928,-0.40520679
E01001972,-0.985557189,-0.008371223,-0.305893229,-0.674968488,-0.433250194,-0.4380854,-0.803010182,-0.268611497,-0.685893576,-0.05131945,-0.171678646,-0.152838917,-0.363782388
E01001973,-0.999120842,0.021041851,-0.34609833,-0.63370526,-0.420768116,-0.49415266,-0.621375235,-0.03890211,-0.677229808,-0.222621676,-0.181060541,-0.198275133,-0.402290394
E01001970,-0.99904246,0.001419664,-0.079692527,-0.72498135,-0.403749672,-0.479196376,-0.625653654,0.086914546,-0.647642235,-0.225115183,-0.088759159,-0.302563876,-0.435599018
E01001971,-0.999145209,-0.026091584,0.014868547,-0.762951868,-0.42897711,-0.328086812,-0.746330042,-0.123737927,-0.687110468,-0.094315815,-0.115039375,-0.252901327,-0.422283737
E01001978,-0.975099551,-0.067649176,0.006984389,-0.834430167,-0.313360995,-0.34789834,-0.804162356,-0.211587288,-0.715130756,0.053236484,-0.043430189,-0.24925302,-0.410528039
E01001979,-0.9756908,0.096379531,0.002358093,-0.770251779,-0.192386961,-0.265489117,-0.358276749,-0.049410358,-0.687185463,-0.036349581,-0.031710962,-0.482996583,-0.478089426
E01033086,-0.998651066,-0.051219734,-0.053342283,-0.815202164,-0.476892235,-0.199040711,-0.865162965,-0.380255208,-0.546461868,-0.030206506,-0.120989008,0.009203921,-0.384002651
E01033085,-0.999124183,0.359758328,-0.333124393,-0.721885105,-0.490832275,-0.524849042,-0.546785355,0.137058988,-0.6068933,-0.329062308,-0.163062448,-0.309530937,-0.431092173
E01002076,-0.999126435,-0.22012991,-0.013922516,-0.766568407,-0.242139996,-0.343053492,-0.603631219,-0.165342661,-0.716509821,0.123031786,-0.225335071,-0.146200585,-0.35725859
E01002077,-0.998824194,-0.083208148,0.061623461,-0.841902048,-0.293590759,-0.154707968,-0.448621586,-0.253246428,-0.620086583,0.009725044,-0.144229439,-0.324546097,-0.487936201
E01002074,-0.999071037,-0.186024733,0.062472616,-0.872934963,-0.413015448,-0.287204956,-0.727066472,-0.060647609,-0.719693659,-0.033383474,-0.03173854,-0.312891672,-0.419311027
E01002075,-0.998798171,-0.232838722,-0.075494355,-0.796194007,-0.234744683,-0.290509701,-0.691440816,-0.232313204,-0.639134853,0.120300917,-0.097086604,-0.199902224,-0.301256055
E01002072,-0.999056786,-0.00758788,-0.088294082,-0.760603394,-0.347764668,-0.356891979,-0.625259876,-0.166533958,-0.667455726,-0.007460558,-0.180750021,-0.24114078,-0.345828551
E01002073,-0.969390492,-0.022580947,-0.052542225,-0.755342417,-0.320363047,-0.404331584,-0.767857833,-0.26504663,-0.612326365,0.096385448,-0.185656418,-0.158475281,-0.444042146
E01002070,-0.947748853,-0.008793514,-0.161885435,-0.701835578,-0.263064712,-0.545822227,-0.796018772,-0.172650738,-0.598380088,0.035070013,-0.163691582,-0.204096481,-0.385999326
E01002071,-0.955413336,-0.016523336,0.079663755,-0.825012158,-0.377535392,-0.327502061,-0.758126656,-0.092245537,-0.630190297,-0.074139854,-0.001097383,-0.102639414,-0.392717633
E01002078,-0.94605608,-0.048051071,-0.044476575,-0.762991854,-0.364453917,-0.356595923,-0.750900379,-0.119980734,-0.712311831,-0.058499029,-0.073031753,-0.04567905,-0.397080979
E01002079,-0.998909174,-0.084125183,-0.100695528,-0.733478559,-0.10982978,-0.323753177,-0.714625484,-0.271945346,-0.616109082,0.097919897,-0.102162342,-0.187873529,-0.217700275
E01032575,-0.998683632,-0.102772989,0.139180932,-0.863359558,-0.530811843,-0.292989308,-0.57368103,0.266088313,-0.617361184,-0.299144491,0.047989076,-0.308441162,-0.365279453
E01002056,-0.999003248,0.134451354,-0.204392109,-0.747071299,-0.279296159,-0.436051346,-0.701793911,-0.223340173,-0.616122808,-0.059296634,-0.051514416,-0.291517781,-0.520768255
E01002057,-0.963691223,0.043115321,-0.229503597,-0.648431026,-0.319385861,-0.485979896,-0.71569244,-0.126504491,-0.676940833,-0.076464919,-0.115152499,-0.178561126,-0.448575409
