start_point,end_point,length
145614,145615,129
145615,146241,88
145616,2647894,80
145619,145520,13
145619,145632,13
145620,2648137,99
145621,2648138,8
145044,145621,35
145622,145622,71
145625,145853,44
145626,145090,47
145090,2648139,54
145627,146095,104
145627,2648140,30
145628,146230,79
145628,145064,35
145631,145632,142
145632,145710,13
145635,144447,39
145637,145717,25
145638,2648143,22
145638,146291,149
145639,2648088,19
145639,145675,8
145640,145733,48
145640,145733,21
145641,145556,8
145642,145641,31
145643,145322,56
145322,145421,16
145644,146167,131
145644,146134,65
145645,146198,73
145645,145782,80
145646,145530,55
145647,145530,8
145649,146977,271
145649,146559,170
145651,145764,14
145652,145877,27
145653,145585,71
145655,146220,74
145655,145754,64
145656,145656,274
145659,145262,96
145359,145796,19
145660,145359,221
145661,145602,48
145064,144654,148
145662,145367,111
145367,146061,53
145663,2648088,34
145651,145488,21
145488,145801,25
145664,146171,74
145664,146226,251
145665,2648146,92
145666,145765,23
145472,146362,241
145472,146807,157
145400,145667,88
145667,147080,180
145662,2648147,18
145647,145791,22
145652,146073,201
145587,2648150,21
145674,145912,48
145674,145675,42
145675,145912,33
145680,146058,53
145680,2648151,31
145681,145709,13
145681,145795,16
145682,146347,93
145682,2648152,19
145433,145683,195
145683,145433,52
145610,145399,21
145399,146470,114
145684,2648153,41
145556,2648156,10
145647,145776,48
145647,145791,21
145697,145978,37
145700,145967,66
145702,2648158,7
145703,146064,73
145702,2648159,6
145705,2648160,11
145421,146437,94
145709,145795,14
145710,145520,12
145520,2648162,7
145711,145712,96
145712,145711,189
145716,145716,42
145717,145716,19
145661,145979,36
145718,145875,24
145718,145620,30
145719,146050,54
145719,2648164,87
145596,146162,75
145722,145710,155
145727,146317,81
145306,145700,39
145123,145285,55
145728,145414,40
145729,145598,38
145414,2648166,206
145730,145468,27
145151,146087,64
145731,146361,174
145731,146026,219
145732,145731,53
145733,145790,85
144915,145660,40
145737,145864,23
145738,145665,9
145739,145665,25
145742,2648168,229
145743,145860,20
145746,145850,26
145749,146477,95
145749,145750,190
145476,145937,25
145431,2648153,35
145750,2648170,50
145751,145353,164
145752,146281,108
145754,146253,64
145754,145746,33
145756,146408,93
145756,2648172,12
145759,145194,26
145194,145334,75
145760,144915,50
145761,145311,132
145311,145372,161
145434,2648176,151
145764,145801,4
145764,145848,51
145765,145109,65
145766,145364,70
145767,146537,97
145768,145767,69
145770,145091,42
145746,146613,103
145660,145796,100
145775,145858,118
145631,145859,64
145776,145631,10
145777,145778,55
145778,145803,5
145779,145434,138
145782,145857,38
145177,143976,93
145783,145237,36
145785,144807,90
145786,2648181,49
145787,145788,462
145788,145986,121
145789,144438,70
145790,145394,16
145791,145776,47
145793,2648183,103
145795,146852,132
145642,146064,47
144508,145642,89
145796,145573,48
145039,145819,13
145039,145095,14
145797,145039,115
145516,2648184,55
145091,2648185,89
145799,145372,59
145800,145610,36
145801,145917,23
145802,145803,75
145803,2648186,121
145206,146268,94
145573,146143,54
145591,146767,124
145809,145591,82
145816,145288,84
145095,145739,43
145819,145095,12
145820,145967,21
145786,144802,152
145821,145416,63
145822,145416,29
145825,146267,282
145825,2648192,124
145826,145717,9
145616,146392,74
145326,145616,41
145829,145291,80
145829,145291,15
145835,143690,157
145836,2648197,40
145837,144807,295
145838,144807,232
145839,147051,237
145839,146020,47
145329,145765,40
145435,146096,61
145840,145435,86
145838,146703,116
145841,145521,120
145843,145032,139
145032,146276,241
145844,145032,48
145739,145976,8
145847,145759,97
145759,2648200,42
145848,2648201,69
145848,145173,21
145849,146011,69
145849,146475,84
145850,146653,102
145850,146125,188
145851,145364,64
145853,145732,29
145854,145853,227
145560,145044,29
145855,145277,180
145856,144771,72
145585,146095,34
145857,146132,37
145857,145968,56
145858,145894,74
145858,146182,43
145859,145791,14
145791,145991,43
145646,145791,44
145860,146712,130
145860,2648203,112
145862,145863,111
145863,146212,47
145864,2648206,102
145864,146160,52
145567,145865,11
145865,146456,112
145866,145484,63
145419,146187,102
145871,2648208,155
145872,145663,30
145873,145663,59
145874,2648209,15
145173,146151,94
145875,148434,453
145876,145875,22
145875,145876,21
145877,146073,25
144654,145877,170
145878,145790,24
145883,146254,47
145886,145947,11
145889,2648212,77
145890,145826,58
145826,145999,50
145426,146764,145
145819,145976,50
145892,145819,101
145893,146227,43
145893,145143,136
145894,145921,34
145894,147690,229
145895,145400,75
145899,143813,223
145739,145975,15
145902,146628,118
145902,145050,79
145903,146469,93
145904,145329,95
145905,145329,59
145906,2648215,38
145722,145953,51
145859,145722,42
145910,145802,112
145911,145802,60
145912,146082,38
145913,145646,521
145915,146083,5
145917,2648216,87
145604,146133,32
145921,145938,38
145931,145567,60
145551,2648220,72
145551,145437,35
145498,145635,23
145498,145635,24
145932,145326,94
145933,145326,154
145935,2648221,19
145730,2648222,87
145936,145730,58
145937,145770,41
145937,146011,10
145938,147668,220
145938,145378,109
145939,149382,465
145940,145939,489
145324,2648224,103
145944,145829,129
145945,145946,175
145946,146919,148
145947,145948,35
145948,145344,34
145620,146000,35
145859,145953,23
145952,145859,32
145953,145859,22
145954,146241,92
145954,2648228,47
145559,145854,74
145957,144802,49
145962,145874,45
145874,2648232,10
145963,145947,400
145964,145586,56
145965,145586,15
145862,146212,71
145966,145862,8
145917,146261,35
145967,146042,54
145967,2648233,41
145653,144438,18
145968,146048,23
145515,2648234,26
145974,145626,98
145626,2648236,46
145975,146059,33
145976,145975,11
145977,145978,27
145978,145977,25
145979,146060,29
145878,2648237,48
144242,145878,41
145981,147580,206
145982,145886,307
145886,146386,50
145984,2648239,33
145986,145614,156
145987,145614,141
145911,146881,109
145728,145988,94
145988,145728,95
145989,145378,196
145378,2648114,202
145990,2648153,88
145991,145952,6
145952,145953,36
145992,145991,35
145994,145964,4
145966,146280,37
145998,145143,36
145999,146665,131
145999,146085,62
146000,145876,29
145994,145965,36
145965,145994,34
146003,2648242,56
146005,145800,78
145800,147201,189
146006,146007,519
146007,146267,32
145732,146262,41
146011,2648244,109
146012,145427,123
146013,2648245,258
146014,146013,97
146020,146400,101
146021,146020,39
146023,145770,54
146025,145560,82
146026,145560,70
146027,146957,115
146027,144834,264
146028,146027,112
144897,145700,59
146030,2648247,42
146031,146032,8
146032,145994,8
145216,145598,121
146033,145528,33
145528,146116,122
146034,146254,123
146034,146109,55
146035,145992,299
145992,146128,13
145935,146203,29
145935,146123,25
145856,2648249,12
146039,146102,10
146040,145905,92
146041,145905,98
146042,146105,39
146043,145822,60
146044,145822,62
146047,146514,73
146048,2648252,37
146048,146228,56
146049,145809,134
146050,145809,26
146056,2648254,36
146058,146303,31
146058,2648255,22
146059,146152,26
146059,147797,256
146060,146060,45
146061,2648256,34
146061,2648257,78
146063,145123,43
146064,2648258,31
146065,146064,60
146066,145643,17
145760,145643,170
146028,147129,131
146067,146028,48
146072,145498,105
146073,146308,27
146075,146495,105
145889,145447,82
146076,145447,145
145964,146078,4
146077,146031,25
146077,146031,23
146078,146031,4
146079,145050,75
145050,146668,156
146080,2648114,72
146081,145872,31
146082,145872,17
145977,144897,72
146083,145593,36
146083,146005,44
146084,145216,36
146085,146577,78
146085,146106,15
146086,146050,19
146087,145751,203
146088,146078,13
146091,145515,86
146094,146422,44
146095,146108,79
146096,145844,25
145840,146096,74
145593,2648263,42
142070,2648264,33
145906,2648265,48
146102,2648268,9
146102,146343,77
146103,146067,72
146104,146067,34
146105,146350,97
146106,146220,80
146108,145653,42
146109,145836,12
145836,145957,46
146110,146082,30
145750,147001,255
146114,147169,136
146115,146114,88
146114,145984,95
146116,146438,39
146116,146227,126
146117,145953,26
146121,146195,12
146122,145847,131
146123,146124,115
146124,146137,46
146124,146277,17
146092,145856,44
146125,146543,52
146125,146168,27
145844,146415,52
145844,146321,25
146126,146043,58
146043,146743,79
146127,146128,157
146128,146332,84
146130,2648270,77
146131,146982,105
146131,2648271,74
146132,146369,29
146132,2648272,68
146133,146225,109
146133,2648273,147
146134,147055,112
146134,146167,69
146135,147047,390
146137,146277,44
146137,146115,154
146142,145760,80
146143,145760,189
146146,2648276,43
146003,2648277,27
146151,2648279,49
146152,146104,42
146104,146316,34
146153,145375,33
145375,146875,105
146160,146413,42
146162,145866,26
146162,2648282,45
146163,144834,67
144834,146166,53
144791,144242,82
146166,144978,61
146167,147056,111
145977,146318,46
146168,145977,25
145977,146168,26
146169,2648283,32
146170,145871,135
146171,145871,23
146152,146316,20
146172,146591,58
146172,146297,32
146086,146536,45
146175,146086,32
146021,146399,84
146178,146021,27
146151,146650,60
146179,146570,46
144978,146189,61
146180,144978,65
146181,145507,80
145507,147609,182
146182,2648285,96
146182,147008,103
146184,146077,116
145945,142070,11
146185,145906,123
146187,146188,15
146187,146030,35
146188,146187,16
146189,145323,131
146189,146726,65
146190,145437,290
146194,2648290,81
146195,146348,27
146195,2648291,28
146196,146066,38
146066,146437,34
146197,146109,39
146198,146491,72
146198,146369,111
146203,146123,16
146212,146764,129
145873,146175,50
145344,146450,29
146216,146455,90
146217,146216,186
146218,146216,108
145323,146242,47
146219,145323,173
146220,146654,53
146220,146253,61
146224,146669,87
146225,146224,98
146143,146435,27
146171,146699,59
146226,146171,85
146227,146273,4
146228,146523,85
146000,146181,12
146229,146230,35
146230,145228,45
146231,146126,48
146126,146778,77
145987,146241,140
146241,146864,117
146242,145352,11
146243,146242,98
146244,145799,72
145217,145177,60
146247,145177,169
146249,146248,68
146253,146563,38
146254,146523,37
146260,146229,98
146229,146529,35
146261,146448,27
146261,146448,27
145984,146381,109
146262,146688,73
146263,146262,258
145352,146194,68
146264,146081,116
146081,146449,25
146266,146824,70
146267,146006,67
146268,146443,56
146268,146442,35
146269,145962,79
145962,146025,56
146270,2648304,39
146271,146270,145
146203,146382,18
146272,146203,44
146273,146652,48
146274,146273,65
146275,146276,280
146276,146989,91
145799,145385,63
146277,146302,5
146279,145890,41
146280,146717,67
146281,146280,89
146282,2648305,28
146283,146283,43
145890,146283,30
146284,145957,52
145518,145933,90
145998,146274,65
146274,2648307,81
145320,146725,72
145334,146510,39
145385,146289,59
145385,2648308,56
146289,2648309,20
146291,146409,29
146292,146291,61
146293,145945,101
146296,145998,50
146297,146297,77
146298,145404,271
146289,145404,5
146301,2648311,49
146302,146368,26
146302,146467,23
146303,2648312,10
146303,2648313,24
146307,146033,34
146033,146462,127
146308,147154,120
146309,146308,194
146310,145873,102
146312,144508,25
146188,2648315,20
146188,146621,106
146316,147382,184
146317,146756,59
146317,146422,41
146318,2648233,208
146319,2648233,74
146231,146499,24
146320,145579,21
146030,146334,6
146194,146041,66
146296,146632,39
145729,146296,50
146321,146322,20
146322,146321,118
146181,147029,86
146332,2648319,149
146332,146117,9
146333,146041,44
145866,147227,172
146334,145797,70
146334,2648320,29
146084,145729,124
145240,145217,57
146335,145217,148
145529,146328,104
146328,146859,136
146336,146117,17
146341,146056,19
146056,146341,17
146342,146063,67
146343,146710,52
146346,146347,195
146347,146489,35
146348,2648323,23
146349,146348,72
146350,146713,45
146350,146591,77
146351,145851,70
145851,146636,114
146354,146110,123
146110,146449,49
146358,145324,4
146361,146026,64
146362,2648324,94
146362,146518,40
146364,2648325,25
145963,146641,43
146367,146368,51
146368,146467,32
146369,146769,49
146374,145931,18
145931,2648328,62
146376,145529,59
146378,146320,53
146378,146936,68
146381,146122,163
146367,146889,61
146382,146367,50
146383,146084,42
145124,145240,58
146335,145240,90
146385,146999,156
146386,146642,302
146386,146450,62
146383,146702,47
146358,146383,11
146387,146358,47
146388,145288,71
146390,146272,33
146272,146382,44
146035,146127,152
146127,146793,49
146392,146518,16
146392,146518,17
145889,147061,90
145889,147061,204
146394,2648333,62
146395,2648334,66
146396,146320,68
146397,145936,18
146398,145936,7
146399,146178,59
146400,146178,139
146408,146226,31
146409,146292,50
146409,146390,8
146410,146397,92
146413,146980,90
146413,146628,35
146174,147063,83
146414,146174,44
146415,145843,79
146416,146415,32
146417,146336,60
146421,147305,128
146422,2648338,28
146423,145124,58
146424,145124,91
145793,146351,61
146397,146398,17
146429,146346,112
146430,146346,278
146431,2648282,39
146431,2648282,66
146390,146815,50
146434,146341,98
146435,2648342,34
146437,146169,82
146169,146447,53
146438,146462,3
146438,2648343,118
146005,147021,75
146322,146484,5
146442,146443,53
146443,146429,46
146444,147402,384
146445,146444,160
146444,146826,154
146437,147026,70
146092,146508,17
146446,146092,27
146447,146448,29
146448,146447,28
146435,146651,28
146449,146354,109
146450,146190,15
146452,2648348,9
146108,146607,35
146453,146108,53
146454,146448,29
146448,146454,30
146455,146718,91
146455,147068,106
146456,146374,27
146457,146374,23
146458,146398,74
146459,146452,9
146460,145712,50
146023,146301,36
146461,146023,24
146462,146761,36
146423,147165,92
146463,146429,85
146466,146312,66
146312,146542,117
146467,146760,107
146468,146467,37
146408,146860,59
146469,146408,77
146470,145895,49
146471,145895,74
146474,146336,20
146475,146461,104
146146,146537,46
146475,147054,73
146477,146863,64
146478,146477,357
146479,2648349,10
145986,145787,222
146480,145986,98
146416,146484,67
146484,146416,13
146485,2648351,28
146479,2648353,11
146454,146561,43
146489,2648354,281
146452,146489,73
146282,147170,186
145904,146282,72
146490,145518,102
146491,145518,90
146492,144791,16
146044,145793,39
146494,145033,104
146495,145033,103
146496,146497,94
146497,146446,110
146497,146091,52
146498,146197,57
146197,146284,31
146499,146856,55
146499,146376,272
146505,146146,33
146508,146508,87
146510,2648357,76
146513,146514,31
146514,146796,52
146516,146196,61
146517,146196,146
146518,147456,125
146518,145932,48
146520,2648360,112
146521,146960,62
146522,2648361,144
146523,146608,142
146525,145840,174
146470,146781,34
146527,146711,37
146528,2648362,38
146529,2648363,13
146529,2648364,26
146530,146442,34
146510,147284,155
146532,146414,84
146534,146044,44
146535,146536,79
146536,2648367,35
146537,146937,49
146025,147670,234
146542,146479,20
146318,146645,12
146543,146958,50
146543,146645,56
146544,146035,186
146492,146754,47
146492,146754,44
146551,146492,33
146552,146553,22
146553,2648374,20
146553,146569,58
146122,2648375,167
145854,146263,84
146558,145854,318
146559,146977,266
146559,146466,60
146560,146864,84
146561,2648377,52
146561,146649,34
146562,147012,55
146563,147214,85
146563,146613,34
146190,146693,13
146569,146570,47
146570,147101,93
146571,146091,50
146453,2648380,87
146572,146453,118
146577,2648383,25
146577,146364,8
146456,146618,7
146580,145193,26
145253,146281,55
145797,145892,13
146584,145892,61
146586,146307,33
146307,146761,130
146587,146662,19
146364,146654,59
146591,146624,12
146594,145797,59
146595,2648389,61
145536,145228,94
146599,146711,17
146301,146682,22
146601,146796,40
146601,147254,110
146602,147072,58
146603,146602,58
146604,146985,47
146605,146614,48
146606,2648390,40
146607,144164,53
146607,2648380,107
146608,146284,58
146612,145193,23
146400,146720,25
146461,147054,161
146613,147409,102
146613,146653,26
146614,148269,229
146457,147840,164
146618,146457,7
146619,2648393,33
146621,146830,46
146624,147143,80
146624,146762,55
146618,2648395,31
146628,146935,50
146629,146469,16
146630,146333,98
146631,146333,87
146632,146701,7
146632,2648396,73
146634,146839,52
146634,147135,100
146635,145904,81
146040,145904,52
146636,2648397,118
146636,147155,64
146640,146072,26
146072,146640,26
146641,145982,35
146642,145982,44
146643,145540,53
146644,145540,50
146645,147046,49
146647,146474,244
146474,146793,215
146648,146731,22
146649,146648,27
146650,146648,9
146629,147033,171
146651,146629,69
146652,2648402,35
146652,146954,36
146653,147455,103
146654,147174,66
146621,2648403,19
146656,2648404,67
146650,2648405,26
146551,149075,332
146657,146551,31
146658,146327,85
146659,146327,359
146662,2648406,18
146649,146731,9
146663,146361,78
146664,146564,82
146665,146564,117
146667,146079,73
146668,146079,95
146669,146217,7
146669,149053,420
146670,147092,42
146671,146446,15
146672,145988,24
146673,146080,185
146298,2648411,163
146612,146580,17
146681,146612,287
146682,146394,20
146683,146682,53
146684,2648412,45
146685,145932,94
145932,146490,243
146542,146893,39
146688,146663,41
146688,147793,291
146651,147128,54
146691,146651,177
146692,146959,49
146693,146787,20
146694,146693,385
146693,145913,21
146699,147273,78
146700,146699,73
146701,147194,64
146702,146701,218
145843,146924,116
146703,2648418,45
146703,147015,44
146445,148477,245
146710,146445,87
146217,146983,54
146711,146823,63
146712,146875,24
146712,146875,23
146713,2648422,118
145990,146797,11
146714,145990,14
146717,146920,35
146717,2648423,27
142959,145835,106
146718,146528,44
146718,146848,33
146719,146163,72
146485,146163,60
146720,147188,72
146721,146720,41
146180,146485,50
146713,147142,51
146724,2648425,22
146725,146939,39
146726,146180,62
146641,146522,53
146606,2648426,14
146225,2648430,101
146495,2648431,96
146731,147222,70
146142,146517,41
146732,146517,35
146733,146726,48
146662,146854,181
146130,146662,7
146735,146733,20
146736,146733,23
146740,2648436,82
146741,146040,112
146742,2648437,210
146743,146534,25
146534,147035,36
146748,2648438,89
146749,146431,26
146394,146683,26
146750,146820,9
146753,146753,212
146754,146753,25
145910,146130,33
146755,146756,18
146756,146755,18
146759,146760,175
146760,146966,70
146761,147028,33
146761,146954,135
146762,2648440,81
146762,146993,79
146763,149381,360
146763,149446,371
146764,147267,71
146765,146980,38
146766,146657,25
146767,146049,20
146049,2648442,190
146768,147116,144
146769,146791,24
146769,2648443,122
146770,146468,47
146468,2648444,26
146771,145974,37
145974,2648445,134
146773,146710,110
146775,146269,65
146269,148185,289
146776,146387,129
146387,146702,13
146777,146342,173
146778,146743,54
146780,146292,63
146292,146815,15
146781,2648447,14
146640,146822,25
146783,146640,11
146784,2648448,90
146785,146260,38
146260,145536,144
146786,145761,65
145761,146786,340
146787,145913,27
146691,146142,17
146790,2648450,12
146791,146491,105
146793,2648451,92
145841,146886,16
146794,145841,14
146796,147052,38
146797,146811,39
146797,147151,42
146799,147002,66
146781,2648452,9
145910,146855,24
146767,146923,76
146807,146831,3
146807,146960,36
146006,147354,70
146810,146714,46
146811,146714,33
146815,147439,81
146816,146395,73
146395,147200,75
146820,147164,45
146820,146724,18
145459,147509,175
146822,146783,35
146823,146783,63
144164,2648453,35
144164,148299,244
146824,146887,13
146824,146905,18
146528,146619,21
146826,2648455,63
146828,2648457,72
146829,146830,37
146830,147000,37
146831,147688,144
146832,146787,420
146218,147285,80
146835,146218,45
145253,148587,306
146838,145253,24
146839,146840,93
146840,146839,136
146841,146586,14
146586,147028,135
146842,146173,35
146173,147063,87
146847,146849,36
146848,2648463,38
146849,147442,417
146399,147103,31
146852,147321,114
146852,147389,109
146853,146853,69
146749,146853,15
146854,146855,122
146855,146881,50
146856,146778,67
146672,146672,53
146859,146376,44
146700,2648466,27
146860,146700,43
146862,2648468,60
146863,146668,78
146864,147653,189
146865,146766,336
146309,146766,50
146866,2648469,58
146871,146572,46
146872,146572,26
146875,147024,22
146875,147024,23
146876,145855,303
145855,2648472,45
146878,146880,75
146879,146880,169
146880,147123,44
145779,147823,138
146840,145779,56
146881,148177,168
146619,147123,76
146884,146773,62
146822,146349,139
146885,147173,41
146886,146794,12
146887,146886,9
146889,2648475,9
146889,2648476,12
146724,2648477,132
146755,146993,13
146892,146755,58
146893,2648478,15
146894,146893,12
146466,147112,40
146806,148040,151
146895,146806,54
146896,146790,9
146319,146790,87
146748,146749,42
146901,146544,30
146902,146544,31
146905,146887,9
146271,2648484,35
146907,146319,65
146908,146909,23
146909,147423,129
146910,146909,42
146918,146919,34
146919,146918,46
146920,147366,88
146920,148075,217
146921,146569,39
146908,146910,18
146922,146908,131
146923,146937,74
146794,146998,11
146924,146989,34
146924,146989,34
146927,2648487,53
146928,2648453,38
146929,2648453,164
146930,146780,5
146780,146930,86
146848,2648488,58
146932,146691,53
146656,146930,90
146935,147463,88
146935,147190,62
146349,145944,58
146860,147033,12
146396,146936,40
146936,147627,97
146937,147081,21
146938,2648491,7
146939,147104,55
146940,146939,110
145398,145944,120
146943,146740,47
146740,2648493,28
146948,146571,48
146571,147301,92
146683,2648494,100
146949,146856,17
146950,146902,552
146902,146901,23
146951,146810,23
146954,147239,45
146955,146841,26
146841,2648495,119
146957,147711,100
146957,147012,40
146958,2648496,23
146958,2648496,232
146959,147200,56
146959,147079,44
146960,147164,63
146961,146396,43
146962,146658,76
146963,146658,40
146966,2648497,151
146966,147169,76
146967,145751,37
146968,145944,78
146895,147599,86
146656,146895,8
146791,2648498,121
146969,146905,9
146974,146732,13
146434,146872,54
146816,146608,41
146977,147186,55
146979,146884,25
146884,146558,19
146980,147127,65
146981,146982,86
146982,147433,72
146983,146835,21
146983,149053,364
146665,147313,49
146665,2648502,127
146984,146012,51
146842,146012,59
146985,146951,11
146986,146985,13
146938,2648503,10
146988,147408,148
146642,146522,45
146989,146990,30
146990,146989,30
146594,146584,13
146992,146594,47
146993,147327,83
146993,147634,90
146994,2648506,21
146997,146721,109
146721,147188,32
146994,146998,13
146998,147049,13
146999,146293,26
146999,2648507,36
147000,146829,79
147000,146170,74
147001,147312,76
147001,147267,77
146863,147605,83
146478,146863,184
147002,146584,60
147003,146584,152
146595,146928,34
147004,146928,50
147005,146922,124
147006,146922,98
147008,147696,89
146480,147757,194
147011,146480,91
146732,2648510,16
147012,2648511,95
146663,147324,42
147015,2648512,138
147015,147947,145
147016,146516,50
147017,146516,134
146516,147026,13
147019,146535,7
146535,2648513,14
146310,147084,34
146264,146310,9
146631,146630,9
146630,2648514,5
147020,147021,66
147021,147424,82
147024,147236,80
147026,147391,50
147028,147157,41
147029,2648517,321
147029,147608,77
147008,147072,126
146951,147083,7
146810,146811,36
146558,146979,18
147033,147304,39
146892,2648518,82
146955,146892,69
147034,146785,98
146785,147281,160
147035,2648519,28
147035,147559,190
147036,146969,6
147037,146969,12
147038,147275,32
147039,146986,42
147041,2648521,44
147011,145987,71
147044,146684,102
147045,146684,52
147046,2648496,61
147047,146986,14
147049,146994,16
147051,147330,72
147051,146847,45
147052,147091,15
147052,147167,14
147053,146829,70
147054,147191,19
147055,147539,65
147056,147055,66
147057,146309,29
147058,146990,1031
147036,147037,13
147060,146907,93
147061,145742,69
147062,146771,41
146771,2648525,77
147063,147328,45
147064,147005,50
147005,147601,72
147065,2648526,34
146910,2648527,45
147066,147095,5
147068,147638,89
147068,147285,45
147069,147152,9
147070,146643,91
147071,146643,31
147062,2648528,113
147072,147768,97
147073,146458,23
146458,147221,23
147078,146631,14
147056,148571,208
147079,146595,7
147080,146471,76
147081,147080,109
146471,147202,18
147082,146811,40
146811,147151,15
147083,146811,59
147084,146264,34
146264,147205,25
146264,147205,24
146076,147085,182
147085,146494,149
147085,2648532,175
146949,147614,228
147086,146949,63
147083,147047,8
147087,147036,12
147091,148204,202
147091,147167,18
147092,2648535,34
147093,2648536,14
147078,147095,9
147095,147257,49
147045,147474,51
147097,147045,23
147098,147079,8
147049,147131,7
146901,147116,2
147099,2648537,28
147092,147809,96
147101,147640,74
147037,147073,163
147103,147775,316
147104,147103,28
147107,146293,20
146835,147543,81
147108,2648540,39
147097,2648541,13
147109,147097,13
147112,147338,72
147112,147338,46
147113,147098,64
147114,147098,38
147081,147958,112
147116,148301,166
147064,2648544,36
147122,147613,123
147123,147216,23
146828,145398,75
147124,146842,29
146424,146335,58
146859,147614,114
147125,146823,90
146847,2648546,38
147127,146271,46
145787,2648547,63
147128,147525,54
147128,146932,182
147129,2648548,19
147130,147129,17
147101,2648549,37
147071,147736,89
146185,147071,27
147131,147087,9
147132,147131,15
147135,144644,49
147136,144644,100
146770,2648551,40
147139,147173,14
147140,146770,16
147141,147464,82
147132,147087,15
147142,146943,37
147143,147142,69
147146,2648375,263
146927,2648375,47
146522,146694,33
147151,147221,248
147082,147151,36
147151,147375,40
147152,147689,74
147152,2648554,13
147153,147078,27
146865,147057,253
147154,147057,83
147155,2648555,59
147155,147581,61
147157,147163,93
147160,148094,196
147160,2648556,465
147161,147160,83
147162,2648557,77
146979,147511,76
147163,146955,46
147164,147770,90
147165,146424,57
147167,147651,81
147169,147935,112
147169,147726,107
147170,146185,61
147172,146918,71
147173,147108,55
147174,147440,35
147174,147214,58
146532,147341,111
146664,146532,43
146984,146434,54
147093,2648562,11
147041,2648563,21
146879,147041,50
147183,148178,73
147186,147406,35
147186,2648565,75
147187,147093,14
147188,146997,89
147188,147359,22
146263,147793,85
147189,146263,203
147190,147626,59
147190,146667,14
147191,2648566,52
147191,147410,40
147060,2648567,11
147084,147374,39
147193,147064,124
147194,147703,74
145195,147165,120
147195,147020,66
147020,148556,189
147196,2648568,95
147198,2648569,57
147199,147187,42
146496,147187,37
147200,147113,16
147201,147202,80
147202,147700,68
147205,147212,15
146862,147143,20
147208,146076,15
147209,146921,27
147210,146921,61
147163,147961,105
147212,146354,11
146943,2648574,56
146170,147273,25
146667,147445,100
147214,147352,17
147215,147132,54
147216,2648576,49
147216,147198,51
147221,147073,13
147222,148349,196
147222,147065,101
147223,147222,135
147224,2648578,56
147225,2648273,11
147226,2648273,17
147227,147483,102
147227,2648580,43
147228,2648581,29
147229,147002,25
147230,2648380,55
147140,2648583,19
147107,147430,30
147231,147107,343
147233,146967,327
147234,146967,13
146948,146496,66
147235,147154,28
146866,147705,182
147236,146866,73
147237,147140,50
146741,146635,87
146635,2648584,35
145742,146748,92
147238,147170,86
147240,148159,117
146816,147484,70
147241,147242,27
147242,147302,286
147243,147242,22
146862,2648586,25
147246,146862,28
147254,2648589,40
147255,146681,534
147256,146681,381
147153,147798,149
147257,147153,14
147258,147060,14
147259,146962,53
147260,146962,52
147262,146719,129
147263,146719,268
147235,148097,106
147034,147235,173
147267,147366,15
147212,2648592,18
147270,146664,23
147104,149101,339
147271,146961,133
146961,147305,30
147272,146828,86
147273,147896,108
147273,2648593,88
146992,147053,121
147003,146992,97
147274,146490,131
147275,147750,61
147276,147275,146
146826,147403,15
147280,147113,53
147281,145536,60
147282,146786,35
147284,146927,51
147285,147543,45
147239,147466,30
147289,146494,15
147290,147423,52
147291,147290,155
147292,147290,32
147293,147099,36
147294,147099,143
147135,147438,20
146520,148625,231
145328,146520,30
147300,147843,128
147301,146948,44
147302,147379,28
147302,147183,38
147304,147693,60
147304,2648601,22
147305,147583,36
147306,147124,26
147124,147306,25
147065,147408,172
147312,146784,59
147312,147975,102
147313,147476,30
147313,2648602,46
147306,147729,85
147321,2648604,31
147322,147229,114
147323,147229,12
147324,147670,57
147324,148425,269
147325,147208,156
147326,147208,40
147246,2648440,5
147327,2648440,80
147328,2648605,22
147330,146997,23
147336,147538,13
147337,147338,130
147338,147597,51
147339,146932,20
146219,147257,63
147157,148084,105
147340,147157,48
147341,147270,47
147342,147270,58
147343,147344,83
147344,147915,94
146981,2648611,17
147348,147234,60
147234,147688,54
147352,147737,51
147352,147409,34
147353,147354,143
147354,147746,52
147127,147871,89
147357,2648614,105
147108,147228,35
147358,146984,130
147306,146984,57
147359,147570,38
147359,147367,4
147360,147246,25
147361,147454,11
147362,147740,49
145545,147301,37
147366,147975,112
147183,147379,28
147367,147367,126
147162,2648556,81
147370,147004,104
147114,147004,38
147371,147195,5
147372,147195,19
147374,147470,18
147224,147374,12
147375,147082,8
147328,147729,48
147377,142959,26
147378,147114,106
147379,147241,110
147241,147243,25
146832,146694,58
147381,147382,166
147382,147797,80
147383,2648617,89
147161,147932,88
147388,147161,166
147389,148080,115
147389,147871,95
147390,147016,54
147391,147016,11
147392,147340,105
147393,147340,46
146907,147454,37
147399,2648620,30
147402,147403,396
147403,147917,105
147405,147337,61
147406,146940,27
147407,147406,157
147289,2648621,70
147391,147811,55
147408,147391,37
147409,147455,26
147053,2648622,101
147410,2648623,37
147411,147017,128
147339,147017,57
147413,147172,486
147172,147897,126
147414,2648625,84
147415,146685,18
146685,148141,205
147417,145328,118
147419,147289,86
147420,147011,52
147421,147011,55
147422,145545,41
147423,147679,48
147424,147201,67
147425,2648628,43
147426,147440,11
147427,147259,124
147430,147897,80
147430,2648631,89
147433,148696,192
147434,147433,61
147435,147243,257
147436,147375,162
147437,2648632,9
147438,147943,108
