start_point,end_point,length
237797,237796,92
237798,237618,147
237799,237727,55
237618,237593,42
237800,237972,140
237800,237969,114
237803,238374,179
237803,237822,101
237637,2675558,61
237271,237850,9
237806,2675560,56
237810,237645,28
237815,237713,205
237645,2675562,30
237816,237633,33
237633,237816,103
237768,237968,49
237561,237817,95
237817,238165,133
237479,238028,88
237138,2675563,253
237818,237138,74
237819,238109,100
237820,2675564,59
237822,238117,88
237823,237824,73
237824,237952,87
237825,237786,15
237786,2675567,40
237827,2675569,125
237271,237899,26
237453,237271,30
237838,237825,38
237839,2675573,54
237840,2675574,80
237844,2675577,182
237822,237750,83
237849,237850,20
237850,237930,32
237453,237899,24
237593,237471,54
237857,237806,39
237858,237653,80
237710,237883,26
237759,237955,35
237859,237759,130
237864,237783,131
237783,2675583,36
237866,237664,31
237664,2675585,54
237867,238025,50
237566,237667,34
237869,237870,170
237870,237911,49
237870,238207,106
237872,2675586,23
237873,237416,1006
237880,237839,10
237881,237880,135
237882,237576,140
237576,237840,171
237883,238026,75
237883,2675589,60
237885,237755,80
237886,237755,146
237887,237561,160
237891,2675595,46
237404,2675596,9
237895,237750,74
237750,237788,68
237898,238041,44
237899,237454,14
237899,237849,7
237901,237816,43
237902,237404,10
237613,238178,89
237906,238371,133
237906,238771,473
237647,237849,14
237849,237930,22
237911,237926,50
237912,237911,88
237839,238226,98
237914,237715,47
237915,237715,51
237916,237917,143
237917,238177,88
237919,237919,101
237454,237274,12
237923,237858,10
237923,237769,46
237925,238028,187
237926,239032,369
237926,2675605,127
237929,238137,76
237929,237982,20
237930,237975,200
237788,237764,29
237827,238021,100
237934,237471,43
237935,237471,45
237938,238116,117
237939,237940,20
237940,239865,559
237941,237820,254
237942,237952,54
237820,238309,146
237943,237866,74
237866,2675610,53
237948,237764,178
237667,237885,44
237950,2675612,26
237952,238019,51
237955,238003,14
237955,2675614,119
237956,2675615,11
237963,237939,27
237964,237939,6
237963,237964,26
237965,237964,81
237872,2675618,46
237966,237872,54
237858,238141,68
237782,237968,188
237968,238215,81
237737,2675619,56
237969,237594,25
237594,238086,48
237971,237013,441
237972,237013,94
237974,237647,14
237975,237647,211
237982,238901,319
237748,237737,83
237985,237721,131
237985,2675625,152
237986,237987,52
237987,238088,32
237988,237934,33
237934,238441,139
237990,237950,42
237994,237748,22
237708,2675628,42
237769,237943,43
237891,237797,5
237999,237891,87
238003,238059,22
238003,238412,239
238005,237956,143
237956,238101,201
237274,238029,44
237274,237974,7
238008,237844,17
237818,2675637,106
237818,238439,168
238015,237797,87
238019,237988,62
237988,2675640,41
238021,2675642,72
238022,238041,155
238023,237690,57
238025,2675643,94
238026,238324,220
238026,238066,68
238028,2675644,494
238029,237974,37
237974,238290,142
238031,237840,67
237840,238341,243
237950,2675648,26
238037,238155,83
238038,237969,189
238041,2675651,40
237942,2675652,32
237999,2675657,201
238047,237628,42
238048,238047,114
238050,2675659,41
238025,238575,300
237303,238025,125
238041,238048,16
238054,237963,117
237885,238194,130
238059,238142,38
238060,238059,119
237844,238067,3
237763,237706,16
238019,2675661,43
238063,237901,130
237901,2675662,50
238066,237916,179
237916,2675664,52
238067,2675666,44
238067,238221,85
237628,238103,22
238072,2675670,201
238075,237915,73
238076,237915,55
238077,237763,24
238086,238201,40
238088,238103,26
238088,238149,24
237881,2675673,50
238023,237881,80
237952,238286,87
238098,237708,77
238100,237303,74
238101,238927,323
238048,238072,89
238103,238149,32
237990,237793,6
237793,2675680,66
238105,237416,25
237734,237942,39
238109,2675682,43
238112,237990,39
238115,238377,84
238116,238115,77
238117,2675688,44
238050,2675689,70
238109,238279,47
238124,238029,38
237943,238209,85
238125,239426,371
238015,237999,6
238126,238436,263
238131,2675692,83
238132,237895,172
237895,2675693,101
238117,238153,6
238137,238258,43
238137,238258,85
238139,238077,113
238077,237869,96
238021,238320,228
238141,238341,69
238141,2675697,133
238142,238247,36
238142,2675698,96
238143,2675699,127
238149,238406,82
237641,2675703,45
237246,238410,97
238153,238234,25
238153,238050,29
237721,2675705,79
238155,238196,176
238158,238105,22
238105,238192,22
238163,237734,12
237734,238628,158
237887,238165,164
238165,238180,48
238170,237999,133
238173,238023,45
238163,239392,364
238175,238373,71
238176,238175,139
238177,238178,15
238178,2675711,61
238179,238180,98
238180,238456,200
238181,238311,40
238185,238312,20
236934,237714,102
237714,237815,162
238190,2675714,48
236863,238253,27
238192,236863,9
238177,238293,96
238177,238522,89
238194,2675717,168
238195,238124,23
238200,238201,106
238201,238263,54
238158,238192,17
238207,237912,48
238208,237912,119
238209,238112,48
238112,2675720,68
238190,238525,85
238212,238015,133
238213,238215,187
238214,238620,99
238215,2675723,119
238219,238076,58
238220,238076,74
238221,2675724,45
238066,238292,98
238031,2675725,11
238124,2675728,27
237869,238207,94
238207,238517,77
238224,238279,99
238224,238716,159
238226,238531,80
238226,238618,511
238031,2675730,11
238228,237864,133
238229,238158,6
238234,2675733,8
238237,238229,23
238072,237680,18
238238,237680,24
238234,2675736,7
238116,2675737,29
238131,238098,61
238098,2675738,184
238072,238238,30
238247,238390,38
238248,238247,86
238251,238229,33
238253,238351,24
238253,236864,25
238254,237798,11
238255,237798,12
238258,238858,204
238259,237869,46
238262,238789,163
238262,238251,125
238262,238980,347
238263,237882,25
237882,238717,380
238270,238313,18
238272,238273,13
238273,238305,29
238274,238565,130
238276,2675747,68
238170,2675748,11
238277,238720,313
238279,238196,6
238195,2675728,8
238280,2675728,8
238284,237641,11
238251,238237,38
238285,236864,13
238286,2675751,82
238221,238320,57
238290,238447,65
238291,238290,51
238195,238310,3
238292,238293,263
238293,238459,80
238295,238063,33
238296,238272,25
238272,236902,167
238300,237778,80
238302,2675756,538
238303,238302,124
238305,238354,24
238309,238398,28
238309,238399,27
238270,238310,21
238310,238313,8
238311,2675757,26
238311,238406,43
238312,238280,7
238280,238185,22
238313,238312,5
238320,238284,67
238284,238412,49
238324,2675759,10
237387,238100,86
238335,238100,62
238336,238238,77
238209,237941,85
238341,238442,39
238346,238237,7
238304,238285,22
238285,238351,25
238348,238285,303
238351,238346,33
238352,238214,88
238353,238263,121
237554,237387,105
238354,238304,35
238355,238304,334
236902,238407,309
238361,236902,10
238348,238346,281
238324,2675768,34
238371,238658,85
238371,239045,463
238372,238373,60
238373,238527,58
238374,238515,70
238132,238374,247
238375,2675772,41
237815,237554,122
238377,238519,46
238377,238501,72
238382,2675775,67
238388,238286,52
238286,238440,70
238390,238556,48
238390,2675776,64
238185,238468,29
238270,238507,47
238396,2675779,27
238396,238936,163
238397,237887,35
238398,238399,28
238399,238515,90
238296,238361,163
238296,238423,9
238354,2675781,21
238361,238503,306
238405,238361,108
238259,2675782,112
238406,238700,94
238407,2675711,32
238408,2675711,29
238410,238513,35
238410,238502,37
238412,238467,31
238200,2675785,12
238415,238398,228
238419,238054,96
238419,238054,313
237948,238397,111
238420,238397,224
238422,238497,138
238423,238897,234
238423,238450,20
238276,238220,250
238425,238220,112
238176,238131,66
238427,238519,44
238428,238259,91
238435,236934,55
238382,236934,19
238436,2675790,97
238194,238552,28
238439,2675791,41
238440,238441,133
238441,2675792,34
238442,238565,46
238442,238529,26
238446,238447,46
238447,240748,948
238450,2675781,5
238355,2675781,343
238456,238502,28
238456,238566,31
238303,2675795,23
238450,239097,270
238459,2675797,62
238200,2675800,58
238407,238408,27
238466,238467,68
238467,238556,51
238468,238484,20
238468,238496,21
238472,2675803,23
238477,2675806,222
238477,238842,111
238484,238291,8
238291,238446,11
238488,238746,46
238492,238970,163
238496,238484,12
238497,238436,74
238214,239118,187
238501,238608,32
238501,238700,114
238502,238566,22
238502,238513,8
238375,238613,71
238038,238375,40
238503,238506,53
238503,238408,26
238504,238382,385
238435,238382,48
238446,238553,10
238408,238522,15
238506,238408,48
238507,238551,12
238507,238488,31
238512,238063,175
238063,238525,120
238513,238611,36
238513,238527,8
238515,238599,105
238516,237699,21
238516,237699,20
238517,238677,142
238517,238641,42
238518,2675816,57
238519,239053,163
238372,238527,64
238520,238372,121
238372,2675817,538
238522,238965,138
238525,2675819,48
238526,238536,23
238527,238611,39
238528,238529,355
238529,238709,59
238531,238734,73
238531,238573,47
238532,238573,9
238533,238496,19
238536,238303,223
238539,238276,236
238335,2675820,65
238540,238139,168
238139,238617,111
238548,237948,110
238551,238536,15
238551,238488,31
238143,238552,242
238552,238724,68
238553,238533,11
238553,238576,23
238425,238143,176
238556,238672,34
238556,238795,218
238564,2675825,395
238565,238717,69
238566,239239,301
238567,238472,27
238472,238589,67
238569,238038,159
238570,237941,131
237941,238415,95
238572,2675828,344
238573,2675829,9
238335,238744,149
238575,238335,94
238576,238533,26
238577,238570,94
238578,2675830,15
238336,238512,181
238512,238633,32
238292,238807,72
238584,238176,32
238176,238520,17
237778,238604,13
238212,238170,6
238586,238170,104
238589,239574,283
238589,238617,67
238592,238516,25
238593,238516,416
238516,238592,26
238459,238603,14
238578,2675835,47
238599,238578,47
238586,238212,103
238603,2675837,53
238604,238435,93
238605,2675838,8
238608,2675840,22
238608,2675841,66
238611,239757,504
238613,2675842,12
238617,238770,47
238618,2675844,188
238604,238771,50
238576,239110,188
238620,238336,25
238624,238605,27
238605,238466,20
238628,238440,75
238632,238295,32
238633,238295,169
238428,238722,32
238603,2675850,57
238584,238520,22
238641,238208,48
238642,238208,119
238643,238838,69
238643,238658,88
238644,238420,209
238649,238624,14
238658,238991,92
238661,238567,95
238567,238661,157
238613,2675858,16
238672,238772,37
238673,238672,89
238676,238641,41
238677,238641,108
238466,2675862,9
238680,239323,183
238682,238592,155
238658,239339,465
238684,238506,88
238692,2675865,335
238693,2675866,47
238699,238584,76
238518,238883,56
238700,239508,254
238700,238970,185
238703,238633,161
238633,238808,38
238708,238624,8
238709,239470,304
238709,238856,65
238713,238620,188
238703,238620,49
238419,238833,45
238628,2675871,305
238715,238228,57
238715,238228,108
238716,2675872,23
238717,239056,138
238718,238518,23
238720,238497,63
238497,239004,130
238722,238677,10
238569,238353,18
238353,238871,215
238722,238676,156
238734,2675882,34
238599,238810,34
238735,2675883,142
238739,238428,117
238744,2675887,39
238744,2675888,48
238746,2675889,104
238746,2675890,201
238748,238632,72
238749,238632,68
238693,2675892,12
238751,238693,56
238752,2675893,86
238734,239047,81
238420,2675894,214
238548,238132,90
238755,238548,90
238767,238569,82
238405,239015,73
238769,238405,42
238770,239354,189
238770,2675903,26
238771,239045,78
238772,239246,212
238772,2675904,85
238777,239085,86
238778,238716,35
238415,238946,98
238788,238789,83
238789,238788,19
238790,238703,37
238795,2675910,130
238796,2675911,141
238799,238676,30
238802,238213,100
238807,2675914,90
238807,239005,80
238808,238866,39
238808,239645,340
238809,238810,9
238810,238823,12
238823,238828,9
238823,238937,343
238824,238570,101
238827,2675921,73
238751,238809,75
238828,238809,9
238829,2675922,108
238832,2675923,29
238833,239302,133
238834,238833,32
238837,2675926,36
238838,238748,210
238838,238933,43
238699,239048,71
238752,238699,61
238828,239311,265
238841,238834,76
238834,238841,146
238788,238572,216
238842,239143,168
238842,239586,212
238851,2675929,8
238213,2675930,16
238856,239079,90
238856,238824,55
238858,238715,19
238859,238575,118
238860,238841,287
238866,238790,123
238867,2675935,66
238870,238871,100
238871,239056,135
238874,238851,6
238875,238851,100
238778,2675937,32
238883,238998,47
238883,238998,40
238888,238778,166
238778,238967,65
238735,238720,36
238893,239046,40
238790,239306,121
238896,238586,414
238897,238769,64
238898,238769,27
238901,238858,16
238906,238751,27
238917,2675945,95
238901,239122,66
238866,238994,21
238927,2675949,118
238933,2675951,9
238935,238936,104
238936,239168,147
238937,238755,61
238938,238755,38
238832,2675954,29
238837,238832,37
238944,2675956,30
238735,2675958,44
238946,238906,41
238906,239352,161
238933,2675961,8
238965,238684,9
238966,238684,127
238967,2675964,62
238967,238997,36
238969,238970,51
238970,239118,82
238975,238944,13
238944,2675966,47
238978,238661,68
238980,2675967,569
238965,2675966,234
238965,239402,127
238983,238837,29
238987,238752,71
238991,239301,84
238991,239650,472
238992,238748,369
238993,238994,69
238994,239333,104
238997,2675972,21
238998,239005,18
238999,239307,158
239004,239021,3
239005,239131,72
239010,239015,12
238997,239206,52
239011,238946,74
238938,239014,38
239014,238875,95
239014,2675976,50
239015,238898,16
238898,239040,15
239021,239296,97
239022,239021,184
238735,2675979,38
238642,239032,109
239032,239163,71
239033,2675983,33
238897,239040,31
239040,239097,18
239042,238767,32
238767,239073,41
238824,239080,10
239045,239339,79
239046,239111,15
239046,239115,26
239047,239088,10
238618,239047,103
239048,239732,408
239048,2675990,38
239050,2675991,73
239053,239225,50
239053,239085,77
239056,239400,107
238937,239121,43
238827,238642,109
239058,238642,107
238564,2675997,257
239066,239010,18
239010,239114,20
239069,238938,44
239073,239243,50
239073,239161,91
239077,2676007,36
239079,239080,48
239080,239265,62
239083,238969,36
239085,2676008,58
239088,2676010,126
239089,239088,56
239090,238983,45
238983,238867,41
238796,2676011,10
239097,239147,17
239098,238969,139
239100,239066,9
239102,2676015,29
238993,2676016,35
239108,238796,69
239109,2676017,29
239110,239111,41
239111,239115,13
238739,238827,110
239114,2676019,10
239114,239066,19
239115,239195,36
239116,238540,98
238540,238739,101
239117,2676020,46
239079,2676021,30
239118,238713,77
239119,238867,76
238867,239042,39
238795,239246,38
239033,239451,208
239011,239033,8
239121,2676022,48
239122,2676025,59
239131,2675966,181
239117,238917,28
238917,2676029,265
239143,239185,107
239143,2676030,70
239145,238987,84
239108,238987,91
239147,239100,17
239148,239147,38
239150,239011,31
239148,239100,44
238859,239176,33
239151,239042,58
239160,2676035,73
239161,239403,91
239161,238870,104
239163,2676037,77
239164,239110,75
238875,2676038,21
239168,239738,156
239174,238927,157
239176,238860,39
238860,2676045,93
239181,238993,172
239122,239261,25
239185,239168,46
239185,2676048,40
239187,238420,296
239193,239163,68
238829,238927,136
238927,239205,181
239195,239369,57
239196,239195,48
239109,2676052,30
239090,239109,42
239202,239150,170
239203,239150,65
239205,239077,71
239077,238978,87
239206,239441,70
239206,2676010,160
239069,2676054,270
239207,239069,56
239209,238829,78
239121,2676055,15
238682,239213,25
239213,238682,22
239196,239117,35
239176,2676058,113
239224,238978,90
239225,239493,80
239225,2676061,32
239226,2676062,333
239089,2676063,10
239230,239089,62
239236,238870,45
239238,239090,33
239239,239974,320
239239,2676067,45
